,Group.1,Quantile,X,folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio.x,upm,factor_hog,clase_hog,sexo_jefe.x,edad_jefe,educa_jefe.x,tot_integ.x,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,Energy2014,percep_tot,Quantile.1,Income2014,folioviv.1,foliohog.1,ubica_geo.1,ageb.1,tam_loc.1,est_socio.x.1,upm.1,Intercept,Elasticity_Income_Electricity,Coef_socio,Coef_sexo_jefe,Coef_educa_jefe,Coef_tot_members,Coef_educ_sex_jefe,Income2014,sexo_jefe.educa_jefe,Income2015,Income2016,Income2017,Income2018,Income2019,Income2020,Income2021,Income2022,Income2023,Income2024,Income2025,Income2026,Income2027,Income2028,Income2029,Energy2014,Income2030,Energy2015,Energy2016,Energy2017,Energy2018,Energy2019,Energy2020,Energy2021,Energy2022,Energy2023,Energy2024,Energy2025,Energy2026,Energy2027,Energy2028,Energy2029,Energy2030
567,567,567,10622.35,1870848771,1,185283542.9,NA,2.2,2.3,14963.5,1861.65,2,1.25,46.75,5.95,3.15,1.7,1.45,2.25,0.9,1.95,0.3,1328.366382,44.3089115,115.528917,567,10622.35,1870848771,1,185283542.9,NA,2.2,2.3,14963.5,458.399783,0.595943422,0.364376605,0.188240067,0.149514964,0.03870439,0.14538737,29467.251,-0.027077729,10834.797,11051.49294,11272.5228,11497.97325,11727.93272,11962.49137,12201.7412,12445.77603,12694.69155,12948.58538,13207.55708,13471.70823,13741.14239,14015.96524,14296.28454,14.69265,14582.21023,44.83702359,45.37143017,45.91220628,46.45942783,47.01317163,47.57351544,48.14053791,48.71431865,49.29493821,49.88247809,50.47702078,51.07864975,51.68744946,52.30350537,52.92690397,53.55773278
568,568,568,9218.526316,1675787976,1,166142257.2,NA,2.157894737,2.105263158,13506.84211,2294.842105,2.263157895,1.315789474,44.21052632,5.894736842,4.157894737,1.894736842,2.263157895,3.473684211,0.684210526,3.315789474,0.157894737,1842.392495,69.41909947,67.98724211,568,9218.526316,1675787976,1,166142257.2,NA,2.157894737,2.105263158,13506.84211,459.4431979,0.593938688,0.365308693,0.18663891,0.150725842,0.038979514,0.145238676,38987.34158,-0.027147993,9402.896842,9590.954779,9782.773875,9978.429352,10177.99794,10381.5579,10589.18906,10800.97284,11016.99229,11237.33214,11462.07878,11691.32036,11925.14677,12163.6497,12406.92269,12.77094737,12655.06115,70.24371325,71.07812243,71.92244336,72.7767938,73.64129287,74.51606112,75.40122055,76.29689459,77.20320814,78.12028759,79.04826081,79.98725722,80.93740775,81.8988449,82.87170275,83.85611696
569,569,569,10673.7,1931385799,1,190789214.5,NA,2.75,2.05,15407.5,1379.85,2,1.15,48.85,5.2,3.65,1.8,1.85,3.05,0.6,2.85,0.2,1609.914919,46.212537,71.681365,569,10673.7,1931385799,1,190789214.5,NA,2.75,2.05,15407.5,460.682687,0.599070167,0.365720313,0.186137353,0.149826103,0.038279348,0.145152293,34318.2915,-0.026980671,10887.174,11104.91748,11327.01583,11553.55615,11784.62727,12020.31981,12260.72621,12505.94074,12756.05955,13011.18074,13271.40436,13536.83244,13807.56909,14083.72047,14365.39488,16.0052375,14652.70278,46.76622805,47.32655309,47.89359161,48.46742405,49.0481318,49.63579725,50.23050376,50.83233569,51.4413784,52.05771831,52.68144283,53.31264044,53.95140069,54.59781418,55.25197262,55.91396879
570,570,570,11265.75,1996276641,1.05,199027570.3,NA,2.1,2.15,16050,1373.8,2.05,1.25,51.85,5.4,3.9,1.85,2.05,2.85,1.05,2.4,0.45,1731.98269,58.406236,67.836433,570,11265.75,1996276641,1.05,199027570.3,NA,2.1,2.15,16050,461.4966347,0.603635929,0.366210706,0.186081329,0.14677126,0.03734843,0.145005092,36731.0025,-0.026459646,11491.065,11720.8863,11955.30403,12194.41011,12438.29831,12687.06427,12940.80556,13199.62167,13463.6141,13732.88639,14007.54411,14287.695,14573.4489,14864.91787,15162.21623,12.8165625,15465.46056,59.11135805,59.82499284,60.54724314,61.27821297,62.01800759,62.76673354,63.52449865,64.29141205,65.06758417,65.8531268,66.64815307,67.45277746,68.26711586,69.09128554,69.92540519,70.76959492
571,571,571,7564.631579,1402775838,1,138143230.4,NA,2.526315789,2.105263158,11151.57895,1359.368421,1.947368421,1.315789474,52.42105263,5.210526316,3.368421053,1.842105263,1.526315789,2.578947368,0.789473684,2.421052632,0.157894737,1470.743382,49.15334421,88.58526895,571,7564.631579,1402775838,1,138143230.4,NA,2.526315789,2.105263158,11151.57895,462.9061824,0.611248838,0.365843081,0.185509463,0.146528397,0.037425285,0.144390796,31823.03368,-0.026403962,7715.924211,7870.242695,8027.647549,8188.2005,8351.96451,8519.0038,8689.383876,8863.171553,9040.434984,9221.243684,9405.668558,9593.781929,9785.657567,9981.370719,10180.99813,13.33057895,10384.6181,49.7542427,50.36248716,50.9781674,51.60137431,52.23219991,52.87073734,53.51708088,54.17132595,54.83356915,55.50390826,56.18244225,56.8692713,57.56449682,58.26822145,58.98054911,59.70158495
572,572,572,10554.75,1874911726,1,186852022.1,NA,2.1,2.1,15082,1728.95,2.15,1.25,54.6,4.4,3.75,2.1,1.65,3.2,0.55,2.95,0.25,1659.79883,39.12699,80.1554495,572,10554.75,1874911726,1,186852022.1,NA,2.1,2.1,15082,463.943546,0.621177745,0.364898414,0.186328933,0.144962979,0.037076484,0.14391013,35509.271,-0.026255851,10765.845,10981.1619,11200.78514,11424.80084,11653.29686,11886.36279,12124.09005,12366.57185,12613.90329,12866.18135,13123.50498,13385.97508,13653.69458,13926.76847,14205.30384,9.8784,14489.40992,39.61308631,40.10522166,40.60347109,41.10791054,41.61861692,42.13566809,42.65914288,43.18912108,43.7256835,44.26891193,44.81888919,45.37569912,45.93942661,46.5101576,47.0879791,47.67297919
573,573,573,6938.85,1264208942,1,125165110.9,NA,1.95,2.15,10175,1608.65,2.4,1.3,48.75,6.4,3.95,1.8,2.15,3.4,0.55,3.15,0.25,1796.060651,60.985645,39.144826,573,6938.85,1264208942,1,125165110.9,NA,1.95,2.15,10175,464.6618318,0.632421009,0.364090034,0.185661398,0.142577026,0.036864681,0.143737743,37453.173,-0.025992175,7077.627,7219.17954,7363.563131,7510.834393,7661.051081,7814.272103,7970.557545,8129.968696,8292.56807,8458.419431,8627.58782,8800.139576,8976.142368,9155.665215,9338.778519,13.397825,9525.55409,61.75701706,62.53814576,63.32915451,64.13016826,64.94131358,65.7627186,66.59451309,67.43682848,68.28979782,69.15355588,70.02823911,70.9139857,71.81093559,72.71923047,73.63901386,74.57043104
574,574,574,10463.84211,1846507311,1,184036373.4,NA,1.947368421,2.210526316,14771.57895,1498.736842,2.157894737,1.263157895,50.63157895,4.526315789,3.210526316,1.736842105,1.473684211,2.631578947,0.578947368,2.263157895,0.368421053,1417.879783,72.48074842,77.21030579,574,10463.84211,1846507311,1,184036373.4,NA,1.947368421,2.210526316,14771.57895,465.7643371,0.639191363,0.3633513,0.185567383,0.143879768,0.037266694,0.143181536,30512.04263,-0.026266224,10673.11895,10886.58133,11104.31295,11326.39921,11552.9272,11783.98574,12019.66545,12260.05876,12505.25994,12755.36514,13010.47244,13270.68189,13536.09553,13806.81744,14082.95379,22.45231579,14364.61286,73.40732979,74.34575641,75.29617972,76.25875307,77.2336318,78.22097321,79.22093662,80.23368338,81.25937693,82.29818277,83.35026852,84.41580396,85.49496101,86.58791382,87.69483876,88.81591443
575,575,575,9148.65,1629807132,1,161656102,NA,2.05,2.15,13013,1557.45,2.15,1.35,51.65,5.3,3.6,1.8,1.8,2.75,0.85,2.45,0.3,1632.719102,66.6716295,47.538183,575,9148.65,1629807132,1,161656102,NA,2.05,2.15,13013,466.7087558,0.641522247,0.363712897,0.185204623,0.142136668,0.037110255,0.143045455,34290.965,-0.026116345,9331.623,9518.25546,9708.620569,9902.792981,10100.84884,10302.86582,10508.92313,10719.1016,10933.48363,11152.1533,11375.19637,11602.70029,11834.7543,12071.44939,12312.87837,9.80735,12559.13594,67.52705617,68.39345835,69.27097685,70.15975431,71.05993517,71.97166576,72.89509425,73.83037075,74.77764725,75.73707774,76.70881815,77.69302642,78.68986251,79.69948846,80.72206836,81.75776842
576,576,576,9835.1,1769345586,1,175953558.1,NA,2.1,2.35,14126,1331.45,2.15,1.2,45.1,6.3,3.45,1.45,2,2.75,0.7,2.7,0.05,1576.040729,64.3437375,37.626757,576,9835.1,1769345586,1,175953558.1,NA,2.1,2.35,14126,467.7294365,0.647408714,0.36306967,0.1851409,0.142683184,0.037375048,0.142764563,32931.9895,-0.026314478,10031.802,10232.43804,10437.0868,10645.82854,10858.74511,11075.92001,11297.43841,11523.38718,11753.85492,11988.93202,12228.71066,12473.28487,12722.75057,12977.20558,13236.74969,10.964975,13501.48469,65.17687143,66.02079292,66.87564165,67.74155911,68.61868862,69.50717536,70.40716638,71.31881064,72.24225903,73.17766439,74.12518154,75.08496731,76.05718055,77.04198218,78.03953519,79.0500047
577,577,577,11048.78947,1967297859,1,195575826.6,NA,2.052631579,2.210526316,15771.57895,1318.157895,2.315789474,1.263157895,53.05263158,5.210526316,3.894736842,1.736842105,2.157894737,3.421052632,0.473684211,3.105263158,0.315789474,1707.991762,78.96406737,117.8158837,577,11048.78947,1967297859,1,195575826.6,NA,2.052631579,2.210526316,15771.57895,468.7325263,0.666413227,0.360215782,0.185331073,0.143905192,0.037874153,0.142188624,37261.38053,-0.026546604,11269.76526,11495.16057,11725.06378,11959.56506,12198.75636,12442.73148,12691.58611,12945.41784,13204.32619,13468.41272,13737.78097,14012.53659,14292.78732,14578.64307,14870.21593,10.10743632,15167.62025,80.01652135,81.08300271,82.16369842,83.25879793,84.36849321,85.49297881,86.63245184,87.78711208,88.95716193,90.14280652,91.34425369,92.56171407,93.79540108,95.04553099,96.31232297,97.59599909
578,578,578,9449.5,1691898468,1.05,168262633.2,NA,2.25,2.1,13515.5,1450.6,2.3,1.4,52.75,4.9,2.9,1.35,1.55,2.55,0.35,1.9,0.65,1284.436045,40.0320935,77.890547,578,9449.5,1691898468,1.05,168262633.2,NA,2.25,2.1,13515.5,469.7532392,0.672796288,0.359514345,0.185337245,0.144958512,0.037976464,0.141617622,27802.5835,-0.026524541,9638.49,9831.2598,10027.885,10228.4427,10433.01155,10641.67178,10854.50522,11071.59532,11293.02723,11518.88777,11749.26553,11984.25084,12223.93585,12468.41457,12717.78286,9.26835,12972.13852,40.57076238,41.11667954,41.66994253,42.23065018,42.79890268,43.37480153,43.95844964,44.54995128,45.14941211,45.75693925,46.37264123,46.99662805,47.62901118,48.26990362,48.91941986,49.57767594
579,579,579,9089.6,1638925551,1,163225541.9,NA,1.9,2.3,13109.5,1351.1,2.2,1.25,49.1,5.5,3.5,1.6,1.9,3.05,0.45,2.65,0.4,1511.311729,47.9715635,136.4466495,579,9089.6,1638925551,1,163225541.9,NA,1.9,2.3,13109.5,470.7520126,0.677836548,0.359689129,0.185010857,0.143109969,0.03769504,0.141400953,33627.722,-0.02642407,9271.392,9456.81984,9645.956237,9838.875362,10035.65287,10236.36593,10441.09324,10649.91511,10862.91341,11080.17168,11301.77511,11527.81062,11758.36683,11993.53416,12233.40485,9.3051,12478.07294,48.62190108,49.28105511,49.94914512,50.62629224,51.31261926,52.00825064,52.7133125,53.4279327,54.15224081,54.88636817,55.63044789,56.38461491,57.14900596,57.92375966,58.70901649,59.50491883
580,580,580,13406.05263,2348571097,1,233425809.4,NA,2.157894737,2.210526316,19040.52632,1230.578947,2.315789474,1.210526316,49.52631579,6,3.263157895,1.578947368,1.684210526,2.789473684,0.473684211,2.421052632,0.368421053,1449.297577,54.20715263,89.94574105,580,13406.05263,2348571097,1,233425809.4,NA,2.157894737,2.210526316,19040.52632,471.7108209,0.683553581,0.359473583,0.184349489,0.142084805,0.037601442,0.14140337,31413.12895,-0.026347334,13674.17368,13947.65716,14226.6103,14511.14251,14801.36536,15097.39266,15399.34052,15707.32733,16021.47387,16341.90335,16668.74142,17002.11625,17342.15857,17689.00174,18042.78178,11.50726316,18403.63741,54.9482225,55.69942358,56.46089439,57.23277532,58.0152087,58.80833877,59.61231178,60.42727596,61.25338158,62.09078095,62.93962846,63.80008063,64.6722961,65.5564357,66.45266242,67.36114153
581,581,581,9930.5,1782918159,1.1,176876569.1,NA,2.15,2.05,14218,1652.15,2.15,1.3,49.85,5.1,3.35,1.8,1.55,2.8,0.55,2.5,0.3,1450.292641,41.412546,132.2617555,581,9930.5,1782918159,1.1,176876569.1,NA,2.15,2.05,14218,472.4196661,0.696072366,0.358284991,0.184905518,0.139789509,0.03727701,0.140828238,32297.0285,-0.026053758,10129.11,10331.6922,10538.32604,10749.09256,10964.07442,11183.3559,11407.02302,11635.16348,11867.86675,12105.22409,12347.32857,12594.27514,12846.16064,13103.08386,13365.14553,8.4966,13632.44844,41.98906858,42.57361718,43.16630355,43.76724097,44.37654431,44.99433004,45.62071623,46.25582263,46.89977063,47.55268332,48.21468549,48.8859037,49.56646623,50.25650318,50.95614644,51.66552975
582,582,582,8037.55,1461796615,1,145202514.6,NA,1.9,2,11674.5,1735.95,2.2,1.3,54.9,5.55,4.15,2.25,1.9,3.35,0.8,2.85,0.5,1777.131657,57.496453,186.5447395,582,8037.55,1461796615,1,145202514.6,NA,1.9,2,11674.5,473.2177081,0.694722819,0.358832973,0.184821794,0.138681026,0.037064893,0.141121571,40075.0285,-0.025904721,8198.301,8362.26702,8529.51236,8700.102608,8874.10466,9051.586753,9232.618488,9417.270858,9605.616275,9797.7286,9993.683172,10193.55684,10397.42797,10605.37653,10817.48406,11.8831125,11033.83374,58.29533496,59.10531695,59.9265532,60.75920008,61.60341613,62.45936211,63.32720099,64.20709802,65.09922075,66.00373903,66.9208251,67.85065359,68.79340154,69.74924845,70.71837634,71.70096974
583,583,583,10263,1862107633,1,184868005.1,NA,2,2.315789474,14791.57895,1226.421053,2,1.263157895,48,5.789473684,3.526315789,1.789473684,1.736842105,3,0.526315789,2.894736842,0.105263158,1631.740825,59.9368,40.90901684,583,10263,1862107633,1,184868005.1,NA,2,2.315789474,14791.57895,474.3369884,0.692609792,0.359103331,0.184387355,0.141613957,0.037385795,0.140959846,34135.71105,-0.026232887,10468.26,10677.6252,10891.1777,11109.00126,11331.18128,11557.80491,11788.96101,12024.74023,12265.23503,12510.53973,12760.75053,13015.96554,13276.28485,13541.81055,13812.64676,9.485368421,14088.89969,60.76705629,61.60881346,62.46223081,63.32746986,64.20469437,65.09407037,65.99576618,66.90995246,67.83680223,68.7764909,69.72919632,70.6950988,71.67438115,72.66722872,73.6738294,74.69437372
584,584,584,10973.6,1958466192,1,193724547,NA,2.3,2.05,15589,1423.15,1.9,1.3,48.6,5,3.15,1.6,1.55,2.3,0.85,2.1,0.2,1374.742457,50.833629,122.4484275,584,10973.6,1958466192,1,193724547,NA,2.3,2.05,15589,475.2823547,0.696288198,0.359846545,0.183321036,0.140045688,0.036904578,0.140835132,30554.916,-0.026053782,11193.072,11416.93344,11645.27211,11878.17755,12115.7411,12358.05592,12605.21704,12857.32138,13114.46781,13376.75717,13644.29231,13917.17816,14195.52172,14479.43215,14769.0208,8.0268125,15064.40121,51.54152612,52.25928125,52.98703166,53.72491656,54.47307706,55.23165628,56.00079928,56.7806532,57.57136717,58.37309244,59.18598235,60.01019237,60.84588014,61.69320551,62.55233052,63.42341951
585,585,585,12254.85,2167445766,1,215503550.3,NA,2.25,2.05,17346,1607.05,2.05,1.25,53,5.15,3.65,2.05,1.6,3,0.65,2.7,0.3,1677.301924,75.459755,61.4846855,585,12254.85,2167445766,1,215503550.3,NA,2.25,2.05,17346,476.3781452,0.690496555,0.360517739,0.182744881,0.143539555,0.037470825,0.140920275,35485.441,-0.026566173,12499.947,12749.94594,13004.94486,13265.04376,13530.34463,13800.95152,14076.97055,14358.50997,14645.68016,14938.59377,15237.36564,15542.11296,15852.95522,16170.01432,16493.41461,11.200175,16823.2829,76.50184902,77.55833428,78.62940954,79.71527626,80.81613874,81.93220405,83.06368214,84.21078587,85.37373102,86.55273636,87.74802369,88.95981785,90.18834681,91.43384166,92.69653672,93.97666951
586,586,586,8973.263158,1606914032,1.052631579,159740043.3,NA,2,2.157894737,12714.21053,1337.473684,2.105263158,1.473684211,51.57894737,5.368421053,3.105263158,1.315789474,1.789473684,2.526315789,0.578947368,2.263157895,0.263157895,1452.910296,49.88251579,29.87579,586,8973.263158,1606914032,1.052631579,159740043.3,NA,2,2.157894737,12714.21053,477.4908594,0.692109365,0.359974597,0.182939806,0.14836241,0.038122121,0.140500813,30260.94053,-0.027228173,9152.728421,9335.782989,9522.498649,9712.948622,9907.207595,10105.35175,10307.45878,10513.60796,10723.88012,10938.35772,11157.12487,11380.26737,11607.87272,11840.03017,12076.83078,14.69226316,12318.36739,50.57299892,51.27303984,51.98277086,52.70232611,53.43184158,54.17145514,54.92130657,55.68153758,56.45229185,57.23371505,58.02595485,58.82916099,59.64348526,60.46908155,61.3061059,62.1547165
587,587,587,10311.9,1848563791,1,183643031.8,NA,2.05,2.05,14778.5,989.55,2.05,1.2,50.6,4.9,3.6,1.95,1.65,3.2,0.4,2.95,0.25,1671.516298,71.5947085,50.134448,587,10311.9,1848563791,1,183643031.8,NA,2.05,2.05,14778.5,478.21448,0.68942057,0.361332763,0.181330983,0.147908338,0.038250116,0.140601813,35135.7295,-0.02727285,10518.138,10728.50076,10943.07078,11161.93219,11385.17083,11612.87425,11845.13174,12082.03437,12323.67506,12570.14856,12821.55153,13077.98256,13339.54221,13606.33306,13878.45972,13.8915,14156.02891,72.5818858,73.5826747,74.59726289,75.62584064,76.66860084,77.72573905,78.79745352,79.88394523,80.98541793,82.10207819,83.23413542,84.38180192,85.54529292,86.72482662,87.9206242,89.13290994
588,588,588,8787.3,1579259712,1,157254659.8,NA,1.85,2.15,12675.5,1314.35,2.15,1.25,41.2,5.65,3.45,1.95,1.5,2.65,0.8,2.5,0.15,1535.167526,46.013303,118.610576,588,8787.3,1579259712,1,157254659.8,NA,1.85,2.15,12675.5,479.2968765,0.695245462,0.360784726,0.181187816,0.149075171,0.038726209,0.140087465,33750.5735,-0.027612876,8963.046,9142.30692,9325.153058,9511.65612,9701.889242,9895.927027,10093.84557,10295.72248,10501.63693,10711.66967,10925.90306,11144.42112,11367.30954,11594.65573,11826.54885,8.943725,12063.07983,46.6531138,47.30182112,47.95954864,48.62642182,49.3025678,49.98811553,50.68319574,51.38794098,52.10248563,52.82696596,53.56152013,54.30628821,55.06141222,55.82703616,56.60330603,57.39036986
589,589,589,11457.68421,2011314158,1,199311606.9,NA,2.368421053,2.052631579,16220.52632,1631.368421,2.263157895,1.263157895,46.21052632,5,4,1.842105263,2.157894737,3.473684211,0.526315789,3.157894737,0.315789474,1822.414731,53.83934316,99.61687105,589,11457.68421,2011314158,1,199311606.9,NA,2.368421053,2.052631579,16220.52632,480.5109813,0.705568169,0.360363619,0.180843815,0.145534681,0.037998657,0.139584966,39225.13474,-0.026823285,11686.83789,11920.57465,12158.98615,12402.16587,12650.20919,12903.21337,13161.27764,13424.50319,13692.99325,13966.85312,14246.19018,14531.11398,14821.73626,15118.17099,15420.53441,9.747131579,15728.9451,54.59908969,55.36955729,56.15089723,56.94326294,57.74681002,58.56169624,59.38808161,60.22612841,61.0760012,61.93786684,62.81189459,63.69825606,64.5971253,65.5086788,66.43309557,67.37055713
590,590,590,10474.8,1865510544,1.05,185223539.6,NA,2.05,2.45,14861.5,1758.4,2.1,1.35,49.65,5.7,3.35,1.35,2,2.65,0.7,2.2,0.45,1427.647463,54.1499,185.847935,590,10474.8,1865510544,1.05,185223539.6,NA,2.05,2.45,14861.5,481.5806412,0.710110082,0.360043633,0.180372768,0.147267895,0.038472442,0.139078422,32928.4775,-0.027151446,10684.296,10897.98192,11115.94156,11338.26039,11565.0256,11796.32611,12032.25263,12272.89768,12518.35564,12768.72275,13024.09721,13284.57915,13550.27073,13821.27615,14097.70167,15.085875,14379.6557,54.9189478,55.69891777,56.48996503,57.2922469,58.10592295,58.93115498,59.76810713,60.61694584,61.47783992,62.3509606,63.23648152,64.13457878,65.045431,65.96921933,66.90612748,67.85634179
591,591,591,9231.1,1677595635,1,166729514.7,NA,1.65,2.55,13321,1632.5,2.2,1.1,55.6,5.85,3.55,1.85,1.7,3.2,0.35,2.6,0.6,1646.240652,63.5363155,67.5974355,591,9231.1,1677595635,1,166729514.7,NA,1.65,2.55,13321,482.730917,0.708778397,0.360720543,0.181171184,0.146121649,0.038230104,0.139153188,34976.2875,-0.027158488,9415.722,9604.03644,9796.117169,9992.039512,10191.8803,10395.71791,10603.63227,10815.70491,11032.01901,11252.65939,11477.71258,11707.26683,11941.41217,12180.24041,12423.84522,23.05695,12672.32212,64.43697886,65.35040963,66.2767888,67.21629992,68.16912915,69.13546527,70.11549976,71.10942679,72.1174433,73.13974902,74.1765465,75.22804118,76.29444139,77.37595842,78.47280658,79.58520318
592,592,592,9644,1736102428,1,172540021.1,NA,2.105263158,2.105263158,13937.36842,1404.421053,2,1.421052632,48.78947368,5.736842105,3.157894737,1.526315789,1.631578947,2.631578947,0.526315789,2.473684211,0.157894737,1504.880392,56.01669684,23.43688053,592,9644,1736102428,1,172540021.1,NA,2.105263158,2.105263158,13937.36842,483.9313891,0.704645037,0.361386696,0.181091086,0.148366148,0.038312469,0.139229489,31190.14842,-0.027434623,9836.88,10033.6176,10234.28995,10438.97575,10647.75527,10860.71037,11077.92458,11299.48307,11525.47273,11755.98219,11991.10183,12230.92387,12475.54234,12725.05319,12979.55425,7.936710526,13239.14534,56.80613459,57.60669781,58.41854328,59.24183001,60.07671924,60.92337448,61.78196155,62.6526486,63.53560616,64.43100715,65.33902694,66.25984336,67.19363675,68.14059001,69.10088858,70.07472054
593,593,593,10859.35,1925843378,1,190921045.9,NA,2.55,2.1,15331.5,1685.25,2.1,1.4,48.55,4.45,3.55,1.8,1.75,2.7,0.85,2.4,0.3,1604.732091,51.8889175,117.9808035,593,10859.35,1925843378,1,190921045.9,NA,2.55,2.1,15331.5,485.2969857,0.711986184,0.362049054,0.180217919,0.146792669,0.037752754,0.138542874,35157.406,-0.027265359,11076.537,11298.06774,11524.02909,11754.50968,11989.59987,12229.39187,12473.9797,12723.4593,12977.92849,13237.48705,13502.2368,13772.28153,14047.72716,14328.68171,14615.25534,11.67425,14907.56045,52.62780135,53.3772067,54.13728337,54.90818332,55.69006068,56.48307176,57.28737509,58.10313148,58.93050402,59.76965811,60.62076153,61.48398442,62.35949937,63.24748141,64.14810807,65.0615594
594,594,594,8920.05,1615226516,1,159864053,NA,2.1,2.1,12853.5,1687.25,2,1.2,47.95,5.4,3.3,1.7,1.6,2.5,0.8,2.4,0.1,1536.330688,52.5111195,68.7080205,594,8920.05,1615226516,1,159864053,NA,2.1,2.1,12853.5,486.326578,0.712933745,0.363622402,0.17909828,0.143502833,0.036846792,0.138585409,32755.892,-0.026764459,9098.451,9280.42002,9466.02842,9655.348989,9848.455969,10045.42509,10246.33359,10451.26026,10660.28547,10873.49118,11090.961,11312.78022,11539.03582,11769.81654,12005.21287,11.812675,12245.31713,53.25985848,54.01927349,54.78951675,55.57074265,56.36310781,57.16677104,57.98189344,58.80863841,59.64717167,60.49766129,61.36027778,62.23519403,63.12258543,64.02262985,64.93550772,65.86140201
595,595,595,9577.578947,1729153812,1.157894737,171357941.9,NA,2.473684211,2.105263158,13744.73684,1357,2.210526316,1.263157895,48.57894737,5.315789474,3.736842105,1.894736842,1.842105263,2.894736842,0.842105263,2.736842105,0.157894737,1733.429648,48.96392053,88.76855474,595,9577.578947,1729153812,1.157894737,171357941.9,NA,2.473684211,2.105263158,13744.73684,487.6326009,0.711514534,0.363747351,0.179269985,0.145150691,0.037205116,0.13855163,37187.71842,-0.027036527,9769.130526,9964.513137,10163.8034,10367.07947,10574.42106,10785.90948,11001.62767,11221.66022,11446.09343,11675.01529,11908.5156,12146.68591,12389.61963,12637.41202,12890.16026,11.26484211,13147.96347,49.66069135,50.36737742,51.08411984,51.81106172,52.54834818,53.29612645,54.05454582,54.82375772,55.60391573,56.39517561,57.19769536,58.01163519,58.83715762,59.67442747,60.52361192,61.38488051
596,596,596,11050.85,1952921359,1,194363511.7,NA,2.15,2.2,15604,1808.1,2.25,1.2,51,5.2,3.8,1.75,2.05,3.1,0.7,2.65,0.45,1742.063362,61.584572,115.2547865,596,11050.85,1952921359,1,194363511.7,NA,2.15,2.2,15604,488.7125772,0.717723257,0.363209926,0.178648998,0.145478653,0.037848594,0.138038454,37904.452,-0.027271527,11271.867,11497.30434,11727.25043,11961.79544,12201.03134,12445.05197,12693.95301,12947.83207,13206.78871,13470.92449,13740.34298,14015.14984,14295.45283,14581.36189,14872.98913,15.423975,15170.44891,62.46858559,63.36528873,64.27486355,65.19749484,66.13337001,67.08267916,68.04561514,69.02237355,70.01315281,71.01815417,72.03758179,73.07164274,74.12054709,75.1845079,76.2637413,77.35846651
597,597,597,8878.947368,1580645152,1.052631579,157767910.5,NA,2,2.368421053,12731.05263,1501.473684,2.210526316,1.157894737,45.84210526,5.157894737,3.789473684,1.894736842,1.894736842,3.157894737,0.631578947,2.789473684,0.368421053,1773.551467,66.49741,82.56360737,597,8878.947368,1580645152,1.052631579,157767910.5,NA,2,2.368421053,12731.05263,489.8167675,0.716701692,0.362982877,0.178513978,0.148220781,0.03824109,0.138260139,37879.89947,-0.027559727,9056.526316,9237.656842,9422.409979,9610.858179,9803.075342,9999.136849,10199.11959,10403.10198,10611.16402,10823.3873,11039.85504,11260.65214,11485.86519,11715.58249,11949.89414,16.98107895,12188.89202,67.45058613,68.41742511,69.3981228,70.39287784,71.40189173,72.42536886,73.46351655,74.51654508,75.58466776,76.66810095,77.7670641,78.88177983,80.01247393,81.15937544,82.32271668,83.50273328
598,598,598,10409.85,1886585859,1,187788008.9,NA,1.7,2.35,14958,1619,2.1,1.25,43.25,6.4,3.5,1.5,2,2.5,1,2.4,0.1,1653.172584,63.1797915,66.606582,598,10409.85,1886585859,1,187788008.9,NA,1.7,2.35,14958,491.3965306,0.714689182,0.363656527,0.177993802,0.147011041,0.037820042,0.138514139,35097.534,-0.02692625,10618.047,10830.40794,11047.0161,11267.95642,11493.31555,11723.18186,11957.6455,12196.79841,12440.73438,12689.54906,12943.34004,13202.20685,13466.25098,13735.576,14010.28752,11.173225,14290.49327,64.08286977,64.99885645,65.92793604,66.87029569,67.82612523,68.79561719,69.77896685,70.77637231,71.78803446,72.81415709,73.8549469,74.91061353,75.98136963,77.06743089,78.16901607,79.28634708
599,599,599,9923.25,1777583157,1,176373028.4,NA,2.15,2.05,14192.5,1258.1,2.2,1.35,47.8,5.75,3.3,1.55,1.75,2.6,0.7,2.35,0.25,1514.489526,46.947537,111.7137035,599,9923.25,1777583157,1,176373028.4,NA,2.15,2.05,14192.5,492.7606445,0.726679224,0.363035161,0.177911005,0.143194744,0.036874388,0.138427196,33187.821,-0.026355383,10121.715,10324.1493,10530.63229,10741.24493,10956.06983,11175.19123,11398.69505,11626.66895,11859.20233,12096.38638,12338.31411,12585.08039,12836.782,13093.51764,13355.38799,11.263875,13622.49575,47.629853,48.32208549,49.0243786,49.73687855,50.45973367,51.19309448,51.93711364,52.69194607,53.45774892,54.23468163,55.02290595,55.82258601,56.63388828,57.45698168,58.29203757,59.13922983
