,Group.1,Quantile,X,folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio.x,upm,factor_hog,clase_hog,sexo_jefe.x,edad_jefe,educa_jefe.x,tot_integ.x,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,Energy2014,percep_tot,Quantile.1,Income2014,folioviv.1,foliohog.1,ubica_geo.1,ageb.1,tam_loc.1,est_socio.x.1,upm.1,Intercept,Elasticity_Income_Electricity,Coef_socio,Coef_sexo_jefe,Coef_educa_jefe,Coef_tot_members,Coef_educ_sex_jefe,Income2014,sexo_jefe.educa_jefe,Income2015,Income2016,Income2017,Income2018,Income2019,Income2020,Income2021,Income2022,Income2023,Income2024,Income2025,Income2026,Income2027,Income2028,Income2029,Energy2014,Income2030,Energy2015,Energy2016,Energy2017,Energy2018,Energy2019,Energy2020,Energy2021,Energy2022,Energy2023,Energy2024,Energy2025,Energy2026,Energy2027,Energy2028,Energy2029,Energy2030
93,93,93,10286.73684,1840991166,1.052631579,182098453.1,NA,2.578947368,1.842105263,14738.42105,1934.684211,2.157894737,1.157894737,44.78947368,4.947368421,4.947368421,2.473684211,2.473684211,3.315789474,1.631578947,3.105263158,0.210526316,689.1939232,33.10427105,29.37640263,93,10286.73684,1840991166,1.052631579,182098453.1,NA,2.578947368,1.842105263,14738.42105,145.2704253,-1.850956437,0.441572628,0.285894609,0.174090685,0.043760958,0.21142499,14664.70053,-0.028159914,10492.47158,10702.32101,10916.36743,11134.69478,11357.38867,11584.53645,11816.22718,12052.55172,12293.60276,12539.47481,12790.26431,13046.06959,13306.99098,13573.1308,13844.59342,6.743947368,14121.48529,31.87877978,30.69865513,29.56221766,28.46785012,27.41399511,26.3991529,25.42187926,24.48078344,23.57452616,22.70181774,21.86141623,21.05212565,20.2727943,19.52231312,18.7996141,18.10366876
94,94,94,10098.3,1771265529,1.15,175322080.1,NA,2.7,1.85,14296.5,1311.95,2.25,1.25,48.95,4.35,4.35,1.9,2.45,3.3,1.05,2.85,0.45,618.391809,35.7693875,16.8871885,94,10098.3,1771265529,1.15,175322080.1,NA,2.7,1.85,14296.5,146.0324557,-1.858870289,0.442397312,0.282808554,0.18519134,0.046933065,0.211213065,12964.8775,-0.030150962,10300.266,10506.27132,10716.39675,10930.72468,11149.33917,11372.32596,11599.77248,11831.76793,12068.40329,12309.77135,12555.96678,12807.08611,13063.22784,13324.49239,13590.98224,11.2455,13862.80189,34.43957447,33.15920043,31.92642738,30.73948564,29.59667131,28.49634385,27.43692371,26.41689006,25.43477862,24.48917954,23.57873537,22.70213916,21.85813252,21.04550386,20.26308662,19.50975763
95,95,95,8840.8,1603273555,1.05,156878056.7,NA,3.35,1.55,12660,1343.6,2.25,1.25,42.5,4.45,4.2,2.2,2,3.05,1.15,2.95,0.1,586.4650015,22.450379,29.6838815,95,8840.8,1603273555,1.05,156878056.7,NA,3.35,1.55,12660,146.6862613,-1.861342735,0.44334112,0.282058247,0.18706375,0.046705155,0.211480384,12574.467,-0.030363971,9017.616,9197.96832,9381.927686,9569.56624,9760.957565,9956.176716,10155.30025,10358.40626,10565.57438,10776.88587,10992.42359,11212.27206,11436.5175,11665.24785,11898.55281,4.6948125,12136.52386,21.614622,20.80997761,20.0352876,19.28943686,18.57135179,17.87999878,17.21438266,16.57354534,15.95656438,15.36255167,14.79065219,14.24004273,13.70993073,13.19955313,12.70817529,12.23508989
96,96,96,10268.94737,1830501293,1.052631579,180395296.9,NA,2.947368421,1.578947368,14707.89474,1754.526316,2.421052632,1.210526316,44.68421053,4.789473684,5.421052632,2.842105263,2.578947368,3.684210526,1.736842105,3.526315789,0.157894737,761.3640116,25.96267579,37.59455368,96,10268.94737,1830501293,1.052631579,180395296.9,NA,2.947368421,1.578947368,14707.89474,147.3860876,-1.83671473,0.442716278,0.27835847,0.182958047,0.046156213,0.210890689,16305.27684,-0.029783943,10474.32632,10683.81284,10897.4891,11115.43888,11337.74766,11564.50261,11795.79266,12031.70852,12272.34269,12517.78954,12768.14533,13023.50824,13283.9784,13549.65797,13820.65113,5.343578947,14097.06415,25.00895521,24.09026888,23.20532985,22.35289842,21.53178047,20.7408257,19.9789261,19.24501434,18.53806231,17.85707967,17.20111245,16.56924171,15.96058231,15.37428158,14.80951819,14.26550098
97,97,97,10175.5,1838238612,1.1,181113570.6,NA,3.1,1.65,14666,1955.45,2.45,1.3,45.2,4.15,4.8,2,2.8,3.05,1.75,2.75,0.3,681.7025775,28.575869,29.1280255,97,10175.5,1838238612,1.1,181113570.6,NA,3.1,1.65,14666,148.0860813,-1.807616259,0.43919744,0.280354966,0.178416619,0.045489834,0.211003104,14506.747,-0.029372173,10379.01,10586.5902,10798.322,11014.28844,11234.57421,11459.2657,11688.45101,11922.22003,12160.66443,12403.87772,12651.95528,12904.99438,13163.09427,13426.35615,13694.88328,3.49125,13968.78094,27.54278489,26.54704918,25.58731162,24.66227081,23.77067238,22.9113073,22.08301027,21.2846581,20.51516822,19.77349719,19.05863929,18.36962516,17.7055205,17.06542476,16.44846998,15.85381954
98,98,98,9923.05,1751907827,1,172429073.5,NA,3.05,1.35,14035.5,1423.2,2.3,1.15,45.75,3.55,5.2,2.95,2.25,3.45,1.75,3.2,0.25,710.602655,28.6520395,62.2231645,98,9923.05,1751907827,1,172429073.5,NA,3.05,1.35,14035.5,148.6258153,-1.776332495,0.440918253,0.278457268,0.163999578,0.04229733,0.210100883,15771.9555,-0.027986205,10121.511,10323.94122,10530.42004,10741.02845,10955.84901,11174.96599,11398.46531,11626.43462,11858.96331,12096.14258,12338.06543,12584.82674,12836.52327,13093.25374,13355.11881,5.739125,13622.22119,27.63412852,26.65238051,25.70551072,24.79228004,23.91149339,23.06199814,22.2426826,21.4524746,20.69034005,19.95528158,19.24633728,18.56257939,17.90311313,17.2670755,16.65363416,16.06198633
99,99,99,11500.31579,2040675294,1,201403776.1,NA,2.894736842,1.736842105,16430,1641.894737,2.315789474,1.473684211,47.78947368,3.947368421,4.684210526,1.894736842,2.789473684,3.368421053,1.315789474,3.105263158,0.263157895,676.6745263,33.30560947,22.41685526,99,11500.31579,2040675294,1,201403776.1,NA,2.894736842,1.736842105,16430,149.2417578,-1.771711067,0.441958051,0.278452683,0.163574492,0.041301535,0.209913173,14267.17105,-0.02777572,11730.32211,11964.92855,12204.22712,12448.31166,12697.27789,12951.22345,13210.24792,13474.45288,13743.94194,14018.82078,14299.19719,14585.18113,14876.88476,15174.42245,15477.9109,11.96115789,15787.46912,32.12545114,30.98711079,29.88910665,28.83000943,27.80844049,26.82307006,25.87261545,24.95583947,24.07154873,23.21859215,22.39585941,21.60227957,20.83681962,20.09848314,19.38630904,18.69937027
100,100,100,10665.5,1888960044,1.05,185455578.7,NA,3.3,1.5,15048,1583.55,2.2,1.3,50.15,3.6,4.55,1.65,2.9,3.2,1.35,2.85,0.35,648.5224235,26.358913,34.7786075,100,10665.5,1888960044,1.05,185455578.7,NA,3.3,1.5,15048,150.1254152,-1.764489071,0.441475965,0.280452754,0.160481847,0.040514682,0.210004591,13944.919,-0.027329208,10878.81,11096.3862,11318.31392,11544.6802,11775.57381,12011.08528,12251.30699,12496.33313,12746.25979,13001.18499,13261.20869,13526.43286,13796.96152,14072.90075,14354.35876,10.2116,14641.44594,25.42871272,24.53133901,23.66563342,22.83047839,22.02479579,21.24754557,20.49772433,19.77436412,19.07653113,18.40332451,17.75387522,17.12734484,16.52292458,15.93983419,15.37732092,14.83465863
101,101,101,11884.2,2087568904,1.15,205834151.6,NA,3,1.7,16678.5,1424.6,2.15,1.15,43.15,4.65,5.1,2.75,2.35,3.6,1.5,3.4,0.2,677.0611505,33.545547,92.560412,101,11884.2,2087568904,1.15,205834151.6,NA,3,1.7,16678.5,150.8913897,-1.763465525,0.440604589,0.281179171,0.162962707,0.040634263,0.211505412,15706.5625,-0.027149649,12121.884,12364.32168,12611.60811,12863.84028,13121.11708,13383.53942,13651.21021,13924.23442,14202.7191,14486.77349,14776.50896,15072.03913,15373.47992,15680.94952,15994.56851,4.835173,16314.45988,32.36241869,31.22101849,30.1198747,29.05756748,28.03272711,27.04403216,26.09020779,25.17002415,24.28229475,23.42587496,22.5996605,21.80258606,21.03362388,20.29178247,19.57610529,18.88566956
102,102,102,10287.84211,1842397360,1.105263158,181737411.2,NA,3.052631579,1.631578947,14696.31579,1893.105263,2.421052632,1.052631579,43.47368421,4.578947368,5.421052632,2.842105263,2.578947368,3.578947368,1.842105263,3.210526316,0.368421053,785.4823532,29.79470789,36.70375947,102,10287.84211,1842397360,1.105263158,181737411.2,NA,3.052631579,1.631578947,14696.31579,151.6450579,-1.758205733,0.43940967,0.280719843,0.167164552,0.042029617,0.210933187,16779.30842,-0.02774648,10493.59895,10703.47093,10917.54034,11135.89115,11358.60897,11585.78115,11817.49678,12053.84671,12294.92365,12540.82212,12791.63856,13047.47133,13308.42076,13574.58918,13846.08096,8.172684211,14123.00258,28.74700337,27.73614045,26.76082362,25.81980295,24.91187244,24.0358685,23.19066847,22.37518914,21.58838543,20.82924897,20.09680687,19.39012045,18.70828403,18.05042378,17.41569661,16.80328906
103,103,103,11704.15,2058933449,1.05,203294540.9,NA,3.05,1.65,16583.5,1358.6,2.45,1.3,48.45,4.55,5.4,2.5,2.9,3.9,1.5,3.4,0.5,768.6610645,51.8326655,54.974815,103,11704.15,2058933449,1.05,203294540.9,NA,3.05,1.65,16583.5,152.5247014,-1.757355633,0.438688387,0.280356615,0.173363875,0.044484548,0.211197532,16808.8955,-0.029158953,11938.233,12176.99766,12420.53761,12668.94837,12922.32733,13180.77388,13444.38936,13713.27714,13987.54269,14267.29354,14552.63941,14843.6922,15140.56604,15443.37736,15752.24491,6.6450125,16067.28981,50.01089697,48.25315834,46.55719914,44.92084802,43.34200991,41.81866341,40.34885813,38.93071227,37.56241014,36.24219988,34.9683912,33.73935321,32.55351236,31.4093504,30.30540242,29.24025503
104,104,104,11416.2,2012784165,1.15,199045033.8,NA,2.7,1.8,16212,1752.5,2.3,1.25,46.15,4.45,4.85,2.4,2.45,3.35,1.5,3,0.35,689.144673,41.218947,54.76779,104,11416.2,2012784165,1.15,199045033.8,NA,2.7,1.8,16212,153.3777173,-1.746643945,0.437450975,0.281345529,0.175426442,0.044913074,0.210361486,15181.887,-0.029447246,11644.524,11877.41448,12114.96277,12357.26202,12604.40727,12856.49541,13113.62532,13375.89783,13643.41578,13916.2841,14194.60978,14478.50198,14768.07201,15063.43345,15364.70212,9.972725,15671.99617,39.77905052,38.38945376,37.04839962,35.75419236,34.50519549,33.29982968,32.13657076,31.01394783,29.93054134,28.88498137,27.87594581,26.90215877,25.96238892,25.05544793,24.180189,23.33550539
105,105,105,9936.210526,1782697265,1,177043696,NA,2.578947368,1.684210526,14137.36842,1688.210526,2.526315789,1.315789474,46.73684211,4,5,2.157894737,2.842105263,3.368421053,1.631578947,3.210526316,0.157894737,743.7340179,31.00928895,26.55560158,105,9936.210526,1782697265,1,177043696,NA,2.578947368,1.684210526,14137.36842,154.0587639,-1.735039673,0.43464391,0.28096689,0.177195017,0.046462356,0.210543142,15720.19632,-0.029415737,10134.93474,10337.63343,10544.3861,10755.27382,10970.3793,11189.78688,11413.58262,11641.85427,11874.69136,12112.18519,12354.42889,12601.51747,12853.54782,13110.61877,13372.83115,5.151447368,13640.28777,29.93324202,28.89453477,27.89187148,26.92400141,25.9897172,25.08785339,24.21728497,23.37692597,22.56572809,21.78267942,21.02680316,20.29715641,19.59282898,18.91294226,18.25664816,17.62312798
106,106,106,9909.85,1775982785,1,175560569.5,NA,2.85,1.65,14100.5,1590.55,2.3,1.3,51.7,3.95,5,2.1,2.9,3.3,1.7,2.85,0.45,742.3061695,37.5229505,30.9516585,106,9909.85,1775982785,1,175560569.5,NA,2.85,1.65,14100.5,154.6334349,-1.747450545,0.435120433,0.281402722,0.189025276,0.049546629,0.210048431,15780.772,-0.031582345,10108.047,10310.20794,10516.4121,10726.74034,10941.27515,11160.10065,11383.30266,11610.96872,11843.18809,12080.05185,12321.65289,12568.08595,12819.44767,13075.83662,13337.35335,6.9825,13604.10042,36.21156049,34.94600227,33.72467406,32.54603006,31.4085785,30.31087974,29.25154448,28.22923193,27.2426482,26.29054459,25.37171606,24.48499968,23.62927316,22.80345343,22.00649529,21.23739004
107,107,107,9322.45,1712087387,1.05,168061027.1,NA,3.05,1.7,13611.5,2138.75,2.55,1.25,43.6,4.45,5.55,2.4,3.15,3.9,1.65,3.75,0.15,816.2717675,44.001657,45.7640645,107,9322.45,1712087387,1.05,168061027.1,NA,3.05,1.7,13611.5,155.3368431,-1.763303005,0.437803527,0.28256246,0.192475229,0.049482742,0.210446453,17592.568,-0.032143618,9508.899,9699.07698,9893.05852,10090.91969,10292.73808,10498.59285,10708.5647,10922.736,11141.19072,11364.01453,11591.29482,11823.12072,12059.58313,12300.77479,12546.79029,9.578275,12797.7261,42.44989192,40.95285148,39.50860576,38.11529289,36.77111668,35.47434427,34.22330392,33.01638282,31.85202508,30.72872965,29.64504843,28.59958437,27.59098971,26.61796421,25.67925348,24.77364738
108,108,108,10579.42105,1896623402,1,186829557.5,NA,2.947368421,1.631578947,15151.05263,1601.210526,2.473684211,1.421052632,50.21052632,3.789473684,4.842105263,2.631578947,2.210526316,3.526315789,1.315789474,3.157894737,0.368421053,727.4439679,41.71836789,27.23974474,108,10579.42105,1896623402,1,186829557.5,NA,2.947368421,1.631578947,15151.05263,155.8876932,-1.739511319,0.438033793,0.279835534,0.1830073,0.049570241,0.209370524,15401.70842,-0.03153812,10791.00947,11006.82966,11226.96626,11451.50558,11680.53569,11914.14641,12152.42934,12395.47792,12643.38748,12896.25523,13154.18033,13417.26394,13685.60922,13959.3214,14238.50783,9.623342105,14523.27799,40.26697643,38.86607921,37.51391951,36.20880176,34.94908935,33.73320262,32.55961687,31.42686042,30.33351284,29.27820306,28.25960775,27.27644959,26.32749574,25.4115562,24.52748241,23.67416574
109,109,109,9299.85,1705513916,1.2,168478021.1,NA,2.55,1.7,13568.5,1574.65,2.3,1.3,44.4,3.35,5.45,2.35,3.1,3.8,1.65,3.45,0.35,766.956134,36.8507685,86.7612375,109,9299.85,1705513916,1.2,168478021.1,NA,2.55,1.7,13568.5,156.6683919,-1.749622818,0.440623918,0.278627366,0.182170858,0.04964782,0.209977863,17422.8035,-0.031642571,9485.847,9675.56394,9869.075219,10066.45672,10267.78586,10473.14157,10682.60441,10896.25649,11114.18162,11336.46526,11563.19456,11794.45845,12030.34762,12270.95457,12516.37367,10.590125,12766.70114,35.56126959,34.31689342,33.11606102,31.9572487,30.83898607,29.7598542,28.7184838,27.71355351,26.7437882,25.80795735,24.90487353,24.03339083,23.19240345,22.38084429,21.59768357,20.84192757
110,110,110,11023.85,1943748289,1.15,192222022.3,NA,2.75,1.9,15517,1222.05,2.15,1.3,43.8,5.05,4.15,2.25,1.9,3.1,1.05,2.9,0.2,606.4211335,38.0114315,46.640356,110,11023.85,1943748289,1.15,192222022.3,NA,2.75,1.9,15517,157.3282114,-1.755833833,0.441246956,0.283369804,0.182436533,0.048526226,0.210508454,13327.7855,-0.031312105,11244.327,11469.21354,11698.59781,11932.56977,12171.22116,12414.64559,12662.9385,12916.19727,13174.52121,13438.01164,13706.77187,13980.90731,14260.52545,14545.73596,14836.65068,6.0074,15133.3837,36.67659635,35.38863617,34.14590488,32.94681418,31.78983156,30.67347832,29.5963277,28.55700303,27.55417599,26.5865649,25.6529331,24.75208734,23.88287629,23.04418905,22.23495371,21.45413603
111,111,111,9443.947368,1692744105,1,167197977.1,NA,2.947368421,1.789473684,13475.78947,1397.473684,2.421052632,1.263157895,45.63157895,4.315789474,5.105263158,2.263157895,2.842105263,3.421052632,1.684210526,3.210526316,0.210526316,781.0924689,36.43147421,25.56041158,111,9443.947368,1692744105,1,167197977.1,NA,2.947368421,1.789473684,13475.78947,157.9875469,-1.740015143,0.439565961,0.284873205,0.180700939,0.049706785,0.209591002,16462.30368,-0.03196872,9632.826316,9825.482842,10021.9925,10222.43235,10426.881,10635.41862,10848.12699,11065.08953,11286.39132,11512.11914,11742.36153,11977.20876,12216.75293,12461.08799,12710.30975,7.272631579,12964.51595,35.16364787,33.93994228,32.75882201,31.61880508,30.51846109,29.4564094,28.43131743,27.44189897,26.48691258,25.56516,24.67548469,23.81677035,22.98793952,22.18795227,21.41580481,20.67052831
112,112,112,10931.05,1915529573,1.05,189756509,NA,2.65,1.9,15254,1183.55,2.45,1.3,47.85,4.05,4.8,2.5,2.3,3.6,1.2,3.25,0.35,732.507909,34.509916,29.2885495,112,10931.05,1915529573,1.05,189756509,NA,2.65,1.9,15254,158.7139605,-1.738186695,0.439841513,0.284092594,0.1811152,0.049854769,0.209404268,15546.8665,-0.031909102,11149.671,11372.66442,11600.11771,11832.12006,12068.76246,12310.13771,12556.34047,12807.46728,13063.61662,13324.88895,13591.38673,13863.21447,14140.47876,14423.28833,14711.7541,15.72655,15005.98918,33.31022246,32.15223475,31.03450302,29.95562782,28.91425834,27.90909076,26.93886656,26.00237097,25.09843146,24.22591627,23.38373296,22.57082709,21.78618087,21.02881187,20.29777185,19.59214551
113,113,113,9346.55,1681658189,1.05,165065068.6,NA,3,1.7,13395,2025.7,2.35,1.2,43.3,4.95,4.6,2.1,2.5,3.25,1.35,2.9,0.35,697.2624295,34.322589,36.1815265,113,9346.55,1681658189,1.05,165065068.6,NA,3,1.7,13395,159.4256677,-1.74765481,0.440820624,0.284547241,0.1888336,0.050581004,0.209528928,14968.244,-0.032969618,9533.481,9724.15062,9918.633632,10117.00631,10319.34643,10525.73336,10736.24803,10950.97299,11169.99245,11393.3923,11621.26014,11853.68534,12090.75905,12332.57423,12579.22572,7.5803,12830.81023,33.12290825,31.96516005,30.84787873,29.76964986,28.72910842,27.72493713,26.75586474,25.82066443,24.91815226,24.04718569,23.20666209,22.3955174,21.61272472,20.85729308,20.12826611,19.42472089
114,114,114,10906.73684,1959632116,1.052631579,193734243.8,NA,2.736842105,1.684210526,15557.36842,2005.736842,2.421052632,1.105263158,46.10526316,4.473684211,5.736842105,2.789473684,2.947368421,4.105263158,1.631578947,3.842105263,0.263157895,885.6944711,53.60226053,31.26050421,114,10906.73684,1959632116,1.052631579,193734243.8,NA,2.736842105,1.684210526,15557.36842,159.8371123,-1.754810198,0.441956271,0.283135679,0.193468711,0.051834176,0.209770505,18713.36684,-0.033883559,11124.87158,11347.36901,11574.31639,11805.80272,12041.91877,12282.75715,12528.41229,12778.98054,13034.56015,13295.25135,13561.15638,13832.37951,14109.0271,14391.20764,14679.03179,4.8755,14972.61243,51.72102466,49.90581303,48.15430843,46.464275,44.83355533,43.26006773,41.74180357,40.27682471,38.86326106,37.49930812,36.18322476,34.91333092,33.68800554,32.50568442,31.36485829,30.26407083
115,115,115,10156.55,1806631117,1,178805524.1,NA,2.6,1.6,14556.5,1608.65,2.25,1.3,43.5,4.1,4.45,2.25,2.2,3.25,1.2,3.15,0.1,677.5307175,35.5519255,35.2703715,115,10156.55,1806631117,1,178805524.1,NA,2.6,1.6,14556.5,160.1858275,-1.765128643,0.44229204,0.282078149,0.202543993,0.055236371,0.209774529,14546.961,-0.035927191,10359.681,10566.87462,10778.21211,10993.77635,11213.65188,11437.92492,11666.68342,11900.01709,12138.01743,12380.77778,12628.39333,12880.9612,13138.58042,13401.35203,13669.37907,7.8988,13942.76665,34.29685106,33.08608398,31.91806009,30.79127044,29.70425938,28.6556226,27.64400539,26.66810088,25.7266483,24.81843143,23.94227694,23.09705297,22.28166757,21.49506738,20.7362362,20.00419371
116,116,116,9323.684211,1681338904,1,165652137.9,NA,2.894736842,1.473684211,13514.73684,2287,2.263157895,1.368421053,46.68421053,4,4.526315789,2.368421053,2.157894737,3.052631579,1.473684211,2.842105263,0.210526316,691.7437542,21.80128632,35.49879789,116,9323.684211,1681338904,1,165652137.9,NA,2.894736842,1.473684211,13514.73684,160.6885507,-1.756009217,0.442295176,0.282548459,0.200335895,0.054717715,0.209521012,14841.68474,-0.035887561,9510.157895,9700.361053,9894.368274,10092.25564,10294.10075,10499.98277,10709.98242,10924.18207,11142.66571,11365.51903,11592.82941,11824.686,12061.17971,12302.40331,12548.45138,3.832315789,12799.4204,21.03562112,20.29684623,19.58401725,18.89622295,18.23258412,17.59225241,16.97440926,16.37826488,15.80305719,15.24805091,14.71253655,14.19582956,13.69726941,13.21621878,12.75206274,12.30420795
117,117,117,10178.55,1824391144,1.05,181419505.9,NA,2.4,1.8,14510,1442.2,2.15,1.25,48.05,3.75,3.95,1.9,2.05,2.75,1.2,2.35,0.4,573.533485,39.215484,63.6791505,117,10178.55,1824391144,1.05,181419505.9,NA,2.4,1.8,14510,161.345868,-1.754586129,0.442881897,0.285470555,0.19836512,0.053282904,0.209954582,13004.3395,-0.035552332,10382.121,10589.76342,10801.55869,11017.58986,11237.94166,11462.70049,11691.9545,11925.79359,12164.30946,12407.59565,12655.74757,12908.86252,13167.03977,13430.38056,13698.98818,7.32305,13972.96794,37.83934511,36.51149731,35.23024598,33.99395596,32.80104949,31.65000416,30.539351,29.46767256,28.43360117,27.43581713,26.47304704,25.54406222,24.64767708,23.78274763,22.94817005,22.14287923
118,118,118,8589.6,1564316497,1,153943560.2,NA,3,1.85,12516,1666.65,2.45,1.3,42.1,4.3,4.95,2.4,2.55,3.7,1.25,3.6,0.1,771.7117065,37.900177,30.8168595,118,8589.6,1564316497,1,153943560.2,NA,3,1.85,12516,162.1308667,-1.761162701,0.444458436,0.285744488,0.197474172,0.052711992,0.210155584,16378.134,-0.035267967,8761.392,8936.61984,9115.352237,9297.659282,9483.612467,9673.284717,9866.750411,10064.08542,10265.36713,10470.67447,10680.08796,10893.68972,11111.56351,11333.79478,11560.47068,9.359,11791.68009,36.56520944,35.27726378,34.03468375,32.83587144,31.6792852,30.56343769,29.48689396,28.44826961,27.44622898,26.47948349,25.54678991,24.64694884,23.7788031,22.94123628,22.13317129,21.35356897
119,119,119,11598.15789,2033065447,1.052631579,201445305.6,NA,3.157894737,1.631578947,16391.05263,1491.368421,2.210526316,1.263157895,45,4.263157895,4.894736842,2.315789474,2.578947368,2.842105263,2.052631579,2.631578947,0.210526316,744.3035784,41.72306158,52.11088105,119,11598.15789,2033065447,1.052631579,201445305.6,NA,3.157894737,1.631578947,16391.05263,162.7183838,-1.767043243,0.444006169,0.285414875,0.212828999,0.054343995,0.209649192,16253.35632,-0.037011675,11830.12105,12066.72347,12308.05794,12554.2191,12805.30348,13061.40955,13322.63774,13589.0905,13860.87231,14138.08976,14420.85155,14709.26858,15003.45395,15303.52303,15609.59349,7.181078947,15921.78536,40.2485325,38.82611455,37.45396608,36.13031053,34.85343411,33.6216836,32.43346422,31.28723755,30.18151951,29.11487851,28.08593352,27.09335234,26.13584984,25.2121863,24.32116583,23.4616348
120,120,120,10841.15,1921006313,1.15,190283101.4,NA,2.75,1.65,15333,1500.6,2.45,1.35,44.8,4,5.45,2.45,3,3.5,1.95,3.25,0.25,841.0110835,69.264489,49.3093615,120,10841.15,1921006313,1.15,190283101.4,NA,2.75,1.65,15333,163.3549502,-1.765262333,0.445097826,0.284794088,0.210122417,0.053953215,0.209686179,18169.805,-0.0368177,11057.973,11279.13246,11504.71511,11734.80941,11969.5056,12208.89571,12453.07363,12702.1351,12956.1778,13215.30136,13479.60738,13749.19953,14024.18352,14304.66719,14590.76054,9.071125,14882.57575,66.81908913,64.46002471,62.18424763,59.98881743,57.87089744,55.82775113,53.8567386,51.95531316,50.12101801,48.35148311,46.64442207,44.99762924,43.40897684,41.87641221,40.39795515,38.97169538
121,121,121,7210.2,1323100409,1,129219025.4,NA,3.15,1.65,10470,1635.45,2.25,1.1,45.7,5.3,4.85,2.1,2.75,3.35,1.5,2.85,0.5,775.101257,37.8577185,20.444809,121,7210.2,1323100409,1,129219025.4,NA,3.15,1.65,10470,164.0067984,-1.748517675,0.442683121,0.285175508,0.209105208,0.054022642,0.209624546,16235.634,-0.03645956,7354.404,7501.49208,7651.521922,7804.55236,7960.643407,8119.856275,8282.253401,8447.898469,8616.856438,8789.193567,8964.977438,9144.276987,9327.162527,9513.705777,9703.979893,5.63745,9898.059491,36.5338207,35.25622008,34.0232976,32.83349085,31.68529207,30.57724621,29.5079491,28.47604569,27.4802283,26.51923501,25.59184798,24.69689201,23.83323297,22.99977639,22.19546608,21.41928278
122,122,122,11158.73684,1986008775,1,195714858,NA,3.105263158,1.368421053,15872.63158,1249,2.631578947,1.210526316,52.36842105,3.315789474,5.578947368,2.947368421,2.631578947,3.947368421,1.631578947,3.473684211,0.473684211,872.0237805,30.54399526,47.42230316,122,11158.73684,1986008775,1,195714858,NA,3.105263158,1.368421053,15872.63158,164.807417,-1.736437943,0.442071638,0.28455839,0.207743527,0.053918682,0.209564199,18764.20579,-0.036595212,11381.91158,11609.54981,11841.74081,12078.57562,12320.14714,12566.55008,12817.88108,13074.2387,13335.72348,13602.43794,13874.4867,14151.97644,14435.01597,14723.71629,15018.19061,3.930315789,15318.55442,29.48324022,28.45932388,27.47096688,26.5169343,25.59603408,24.70711559,23.84906813,23.02081959,22.2213351,21.44961571,20.70469718,19.98564874,19.29157197,18.62159962,17.97489457,17.3506488
123,123,123,10710.25,1882978828,1,186779070.4,NA,2.6,1.8,15076,1322.6,2.2,1.25,46.35,4.45,5,2.8,2.2,3.3,1.7,3.1,0.2,800.216452,41.965462,26.5556235,123,10710.25,1882978828,1,186779070.4,NA,2.6,1.8,15076,165.3672761,-1.718823864,0.440412761,0.285780211,0.200831054,0.052935891,0.209630176,16872.8995,-0.035481985,10924.455,11142.9441,11365.80298,11593.11904,11824.98142,12061.48105,12302.71067,12548.76489,12799.74018,13055.73499,13316.84969,13583.18668,13854.85041,14131.94742,14414.58637,9.431275,14702.8781,40.52283725,39.12980486,37.78466001,36.4857565,35.23150472,34.0203697,32.85086924,31.72157208,30.63109617,29.57810699,28.56131587,27.57947844,26.63139313,25.71589965,24.83187761,23.97824513
124,124,124,10480.75,1863642788,1,184288038.1,NA,2.75,1.7,15032.5,1241.45,2.35,1.25,40.55,4.45,4.85,2.25,2.6,3.45,1.4,3.35,0.1,729.015042,29.5574615,76.1059915,124,10480.75,1863642788,1,184288038.1,NA,2.75,1.7,15032.5,165.9917728,-1.706223603,0.442914484,0.287140851,0.18683663,0.048572436,0.210665098,16431.0415,-0.033550107,10690.365,10904.1723,11122.25575,11344.70086,11571.59488,11803.02678,12039.08731,12279.86906,12525.46644,12775.97577,13031.49528,13292.12519,13557.96769,13829.12705,14105.70959,6.893075,14387.82378,28.54882873,27.57461502,26.63364584,25.72478674,24.84694197,23.99905319,23.18009817,22.38908956,21.6250737,20.88712948,20.17436721,19.48592758,18.82098059,18.17872456,17.55838518,16.95921456
125,125,125,10364.15789,1851628888,1,183297398.1,NA,2.736842105,1.736842105,14799.47368,2102.578947,2.315789474,1.263157895,45.21052632,3.947368421,5.578947368,2.894736842,2.684210526,4.315789474,1.263157895,4.263157895,0.052631579,864.6479911,33.01411105,65.21825211,125,10364.15789,1851628888,1,183297398.1,NA,2.736842105,1.736842105,14799.47368,166.6544491,-1.725613959,0.446797492,0.285799455,0.187522153,0.049020312,0.211481478,18976.86211,-0.034058027,10571.44105,10782.86987,10998.52727,11218.49782,11442.86777,11671.72513,11905.15963,12143.26282,12386.12808,12633.85064,12886.52765,13144.25821,13407.14337,13675.28624,13948.79196,7.379657895,14227.7678,31.87471883,30.77464964,29.71254634,28.68709864,27.69704149,26.74115346,25.8182553,24.92720847,24.06691369,23.23630965,22.43437164,21.66011034,20.91257057,20.19083009,19.49399853,18.82121621
