,Group.1,Quantile,X,folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio.x,upm,factor_hog,clase_hog,sexo_jefe.x,edad_jefe,educa_jefe.x,tot_integ.x,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,Energy2014,percep_tot,Quantile.1,Income2014,folioviv.1,foliohog.1,ubica_geo.1,ageb.1,tam_loc.1,est_socio.x.1,upm.1,Intercept,Elasticity_Income_Electricity,Coef_socio,Coef_sexo_jefe,Coef_educa_jefe,Coef_tot_members,Coef_educ_sex_jefe,Income2014,sexo_jefe.educa_jefe,Income2015,Income2016,Income2017,Income2018,Income2019,Income2020,Income2021,Income2022,Income2023,Income2024,Income2025,Income2026,Income2027,Income2028,Income2029,Income2030,Energy2015,Energy2016,Energy2017,Energy2018,Energy2019,Energy2020,Energy2021,Energy2022,Energy2023,Energy2024,Energy2025,Energy2026,Energy2027,Energy2028,Energy2029,Energy2030
304,304,304,8577.8,1573134751,1,156142525.8,NA,2.6,1.7,12504,1669,2.25,1.25,48.6,4.9,3.85,2,1.85,3.1,0.75,2.7,0.4,925.9548865,36.3426385,101.161578,304,8577.8,1573134751,1,156142525.8,NA,2.6,1.7,12504,266.7681988,-0.878094372,0.433282163,0.286802974,0.147794656,0.046602421,0.195122661,20961.5605,-0.02940023,8725.993125,8907.575265,9077.329607,9267.723357,9446.899531,9643.20731,9832.792065,10034.33618,10233.62391,10440.92765,10649.94064,10863.59655,11082.99443,11303.76243,11532.64306,11761.01147,35.77506439,35.05660306,34.48503911,33.83199664,33.27772864,32.65878412,32.11150047,31.52829016,30.98899043,30.43596025,29.90665084,29.38051088,28.86171427,28.3605565,27.85581876,27.37551789
305,305,305,12313.36842,2151629656,1,212662228.4,NA,3.210526316,1.684210526,17298.42105,1264.052632,2.315789474,1.210526316,53.10526316,4.210526316,3.894736842,1.789473684,2.105263158,2.842105263,1.052631579,2.210526316,0.631578947,987.8365184,37.60113,53.02854789,305,12313.36842,2151629656,1,212662228.4,NA,3.210526316,1.684210526,17298.42105,267.2300897,-0.876153607,0.434075051,0.285740075,0.14810609,0.046404549,0.194892015,21242.14421,-0.029402166,12535.04329,12793.17813,13040.20258,13310.31942,13570.02235,13849.18047,14122.71208,14410.31188,14697.04549,14993.75615,15293.83594,15600.40434,15914.65027,16232.00444,16559.59756,16888.38483,37.02583781,36.27026281,35.6870183,35.00539602,34.43933473,33.79488433,33.23386608,32.62864504,32.07397055,31.50149378,30.95566271,30.41213035,29.87587377,29.35912451,28.83675169,28.34199334
306,306,306,9010.7,1638034726,1,163089012.3,NA,2.25,2.1,13168.5,1879.95,2.3,1.25,44.3,4.8,4.55,2,2.55,3.3,1.25,3.15,0.15,1166.67018,48.294204,51.7453475,306,9010.7,1638034726,1,163089012.3,NA,2.25,2.1,13168.5,267.7933729,-0.875988688,0.434596313,0.28630348,0.148560284,0.045958301,0.194790152,24865.623,-0.029452387,9183.126375,9369.142995,9553.726801,9747.750389,9940.645966,10141.91548,10343.66066,10552.1633,10762.74023,10978.87213,11198.51438,11422.7037,11651.86643,11884.60646,12123.23371,12364.9369,47.49909533,46.60183262,45.81722183,44.9802689,44.22103101,43.4213546,42.67959309,41.91793803,41.1939431,40.46587542,39.76068072,39.06341617,38.37699769,37.70876435,37.04329567,36.40073383
307,307,307,9575.15,1723852412,1,170448047.3,NA,2.55,1.8,13751.5,1595.4,2.25,1.1,54.6,4.4,4.55,2.2,2.35,3.9,0.65,3.5,0.4,1165.353452,51.962246,55.3256305,307,9575.15,1723852412,1,170448047.3,NA,2.55,1.8,13751.5,268.2905149,-0.863892636,0.43458541,0.285056877,0.143719002,0.045153408,0.194438805,24911.818,-0.028551409,9753.673625,9952.670585,10147.05891,10354.91517,10558.58109,10773.84704,10987.5021,11209.96785,11433.38998,11663.5196,11896.89801,12135.20102,12379.08613,12626.17235,12880.25434,13136.59029,51.12288554,50.16501755,49.33472607,48.44311808,47.63911371,46.78744681,46.00079822,45.19004724,44.42118314,43.64638548,42.89658192,42.15465611,41.423976,40.71299415,40.0040237,39.32022786
308,308,308,10845.21053,1929224320,1,191385848.9,NA,2.631578947,1.789473684,15593.15789,1515.684211,2.157894737,1.263157895,50.47368421,4.789473684,4.105263158,1.736842105,2.368421053,3.210526316,0.894736842,2.736842105,0.473684211,1041.189756,42.12037421,62.22556421,308,10845.21053,1929224320,1,191385848.9,NA,2.631578947,1.789473684,15593.15789,268.756634,-0.863175118,0.434290493,0.283762933,0.149964331,0.046112223,0.194171072,22518.68,-0.029239359,11040.25474,11267.66781,11485.16417,11723.1455,11951.82755,12197.75981,12438.64657,12691.99333,12944.52419,13205.87667,13470.17614,13740.19448,14016.98757,14296.4928,14585.04758,14874.61103,41.42277085,40.66998876,39.98627322,39.27618955,38.61478628,37.93374683,37.28984517,36.63803885,36.01155539,35.38618703,34.7774744,34.1767071,33.58551665,33.00810455,32.43547234,31.87925417
309,309,309,7883.15,1439999485,1.05,142882020.7,NA,2.3,1.95,11585,2056.95,2.35,1.2,40.85,5.55,4.55,2.1,2.45,3.25,1.3,3.1,0.15,1158.307693,44.4471895,67.240005,309,7883.15,1439999485,1.05,142882020.7,NA,2.3,1.95,11585,269.3150622,-0.852438112,0.434258003,0.282745326,0.146405749,0.045753397,0.193800944,25011.1775,-0.028939927,8022.641875,8188.587595,8345.82822,8519.625907,8685.213086,8864.649405,9039.391756,9223.981584,9407.373107,9597.567107,9789.669679,9985.974143,10187.34715,10390.4004,10600.39037,10810.62138,43.75436325,42.92543556,42.23426774,41.47047567,40.80027601,40.0728007,39.41387842,38.72411088,38.07722442,37.41991157,36.78676369,36.15874084,35.53966831,34.93904955,34.33719714,33.76004304
310,310,310,9435.8,1701904157,1,167746087.4,NA,2.55,2,13591.5,1674.6,2.4,1.4,47.2,4.8,4.8,2.4,2.4,3.75,1.05,3.55,0.2,1230.858367,47.9648015,66.5960715,310,9435.8,1701904157,1,167746087.4,NA,2.55,2,13591.5,270.3131554,-0.855693745,0.436247462,0.282335508,0.141915422,0.044632036,0.194269011,26478.662,-0.028253847,9611.536625,9807.690845,9999.179571,10204.07825,10404.72743,10616.91631,10827.43275,11046.69711,11266.85383,11493.65272,11723.6338,11958.47153,12198.82204,12442.30299,12692.70759,12945.29261,47.17746054,46.32731204,45.55533943,44.75326408,44.00624954,43.23677082,42.50927409,41.77263092,41.06457357,40.35761605,39.66941409,38.99007773,38.3214644,37.6683542,37.02052304,36.39120178
311,311,311,9349.052632,1664152817,1.052631579,164542692.1,NA,2.473684211,2.052631579,13277.36842,1515.157895,2.315789474,1.157894737,44.10526316,5.473684211,4.473684211,2.263157895,2.210526316,3.368421053,1.105263158,3.157894737,0.210526316,1150.495964,43.63465474,62.03134368,311,9349.052632,1664152817,1.052631579,164542692.1,NA,2.473684211,2.052631579,13277.36842,271.0302196,-0.846255315,0.435768421,0.282867969,0.139392441,0.04401829,0.194368281,24745.45526,-0.028063404,9522.371184,9716.948595,9906.376945,10109.67826,10308.25879,10518.73378,10727.19069,10944.59314,11162.66688,11387.45896,11615.32185,11848.01255,12086.21605,12327.4188,12575.60775,12825.78397,42.91576704,42.16431979,41.46299113,40.74798031,40.06946556,39.38163187,38.72244359,38.06166857,37.4215027,36.78567333,36.16453059,35.55218335,34.94966792,34.35974347,33.77632704,33.20716001
312,312,312,10240.6,1804202287,1,178947093.9,NA,2.6,1.85,14530.5,2057.65,2.25,1.2,45.3,5.4,4.65,2.45,2.2,3.3,1.35,3.15,0.15,1210.079476,66.9588185,52.7657725,312,10240.6,1804202287,1,178947093.9,NA,2.6,1.85,14530.5,271.5825536,-0.836586891,0.434668388,0.284150139,0.137792551,0.043915676,0.194198557,25772.352,-0.028059677,10437.62438,10648.73096,10858.90652,11079.0337,11298.55495,11526.98264,11756.42916,11993.18717,12232.58458,12478.11336,12727.74044,12982.51428,13242.87322,13507.43339,13778.51718,14053.32604,65.85992424,64.73061968,63.66090697,62.58139136,61.54638126,60.50612906,59.50173078,58.50030371,57.52587279,56.56068182,55.6159101,54.68507749,53.76923926,52.87133301,51.98466004,51.11759489
313,313,313,11766,2073046499,1,207073691.1,NA,1.789473684,2.105263158,16802.10526,2073.157895,2.473684211,1.368421053,57.36842105,4.210526316,4.368421053,1.842105263,2.526315789,3.210526316,1.157894737,2.631578947,0.578947368,1092.464439,45.59749158,96.31432263,313,11766,2073046499,1,207073691.1,NA,1.789473684,2.105263158,16802.10526,272.1759055,-0.838351979,0.435169851,0.283457232,0.137111252,0.04384902,0.194665973,24260.79105,-0.027797956,11990.18816,12236.42159,12475.64675,12732.27348,12973.99383,13247.85601,13501.11707,13784.04347,14049.07943,14341.64436,14618.68211,14921.78003,15211.23911,15525.36432,15827.10345,16153.62134,43.98409645,43.92672323,43.31377497,42.53349111,42.56240786,39.93014351,41.16219661,38.61794293,39.7884533,37.3493446,38.46055646,36.09384104,37.18468297,34.90987798,35.94362731,33.69003257
314,314,314,10340.1,1840299378,1,182937056.6,NA,2.3,2.1,14737,1507.15,2.3,1.2,49.7,4.85,4,1.8,2.2,3.1,0.9,2.85,0.25,1043.837813,53.640839,47.582969,314,10340.1,1840299378,1,182937056.6,NA,2.3,2.1,14737,272.8607738,-0.839774198,0.436600592,0.281152301,0.137144596,0.04464947,0.194549194,22273.8935,-0.028052535,10526.135,10742.93528,10950.32984,11177.20058,11395.25277,11629.70875,11859.38791,12100.92081,12341.69567,12590.86848,12842.85869,13100.29994,13364.19568,13630.6868,13905.79421,14181.87947,52.82132842,51.8301735,51.01057854,50.09903033,49.30372375,48.43568533,47.65260923,46.82992309,46.06009181,45.2762696,44.52187771,43.77303857,43.03456922,42.3184289,41.59989559,40.91158263
315,315,315,11973.2,2101046679,1,208565554.6,NA,2.75,1.75,16922.5,1618.05,2.35,1.4,49.15,4.5,4.25,2.2,2.05,3.05,1.2,2.85,0.2,1118.498329,41.99741,43.9777205,315,11973.2,2101046679,1,208565554.6,NA,2.75,1.75,16922.5,273.4996034,-0.830606633,0.435622161,0.280142034,0.141163487,0.045835181,0.193672129,23724.001,-0.028852519,12199.49288,12450.37562,12693.222,12954.82756,13209.20878,13479.46001,13746.32357,14025.12704,14304.36147,14592.56523,14884.63277,15182.89649,15478.26295,15797.13451,16105.05916,16436.38355,40.45959023,40.4794879,39.92500992,39.20191621,38.62666514,37.95063226,37.36498881,36.71931564,36.13122664,35.51293107,34.92631377,34.34589499,34.23224245,32.12377812,33.10118842,31.00605328
316,316,316,12544.63158,2187534266,1,217179547.7,NA,2.578947368,1.736842105,17598.94737,2027.473684,2.210526316,1.368421053,46.31578947,5.105263158,4.421052632,2.052631579,2.368421053,3.368421053,1.052631579,3.157894737,0.210526316,1142.877779,37.93102895,69.08007105,316,12544.63158,2187534266,1,217179547.7,NA,2.578947368,1.736842105,17598.94737,274.1472477,-0.83005266,0.436044809,0.278967207,0.141781553,0.047069569,0.193499657,24733.83368,-0.029451078,12784.59421,13043.59008,13300.53339,13570.68308,13839.20631,14119.43829,14400.29284,14690.58561,14983.74282,15284.64867,15590.43261,15902.54868,16221.59425,16545.60887,16877.83351,17214.32143,37.35607247,36.66603573,36.09150236,35.455576,34.89793199,34.29176361,33.74291208,33.1677375,32.62833927,32.07980326,31.55130917,31.0268026,30.50951783,30.00750103,29.50411038,29.02129993
317,317,317,9516.6,1711946680,1,168889051.6,NA,2.85,1.55,13678,1844.1,2.2,1.25,52.35,4.2,4.5,2.3,2.2,3.3,1.2,3,0.3,1193.597836,48.536558,42.7750155,317,9516.6,1711946680,1,168889051.6,NA,2.85,1.55,13678,274.7913596,-0.81822888,0.436871382,0.278540435,0.133364827,0.045189408,0.193452746,25232.099,-0.028163722,9688.760875,9888.028975,10079.25843,10287.72472,10488.67387,10704.17941,10915.71236,11137.8286,11359.49706,11588.73354,11820.65944,12057.5837,12300.3889,12545.70298,12798.799,13052.99819,47.8311881,46.93472877,46.22249707,45.40595683,44.71355029,43.93795957,43.25235609,42.52001201,41.84254351,41.14657505,40.47987593,39.81626033,39.16107609,38.52753519,37.88848989,37.27988769
318,318,318,9633.25,1708942068,1,169823037.4,NA,2.05,2.05,13620,1370.35,2.25,1.3,49.55,4.2,4,1.75,2.25,3.2,0.8,3,0.2,1000.517574,49.465157,101.191517,318,9633.25,1708942068,1,169823037.4,NA,2.05,2.05,13620,275.4101419,-0.809980699,0.436680963,0.277952867,0.131327579,0.045229343,0.192898661,22483.859,-0.027955161,9802.552125,10005.66545,10197.38159,10410.17638,10612.20161,10831.81544,11045.17235,11270.96408,11494.98436,11727.51531,11962.26006,12202.16235,12448.33155,12696.40629,12953.1398,13209.91814,48.82177778,47.82863256,47.15341038,46.28226636,45.62288978,44.80553597,44.13935589,43.38053816,42.71054161,41.9986088,41.33010889,40.65847299,39.99338519,39.35855604,38.70569271,38.09906371
319,319,319,8584.263158,1534983668,1,150903754.3,NA,3,1.736842105,12188.94737,1126.421053,2.105263158,1.210526316,46.57894737,5.157894737,4.315789474,1.947368421,2.368421053,3.368421053,0.947368421,2.947368421,0.421052632,1131.536549,31.20696526,60.17267053,319,8584.263158,1534983668,1,150903754.3,NA,3,1.736842105,12188.94737,276.1083008,-0.808205712,0.436591299,0.279771351,0.130920127,0.045256524,0.192772466,24320.59632,-0.028089469,8739.553421,8919.300474,9091.793737,9279.838144,9461.099262,9655.493029,9846.301562,10046.65796,10246.60937,10453.38806,10662.59227,10876.30523,11095.32323,11316.60381,11544.90457,11774.19954,30.73412946,30.19698846,29.72860324,29.22682998,28.77229075,28.29170391,27.84620803,27.38741482,26.95121768,26.51159508,26.08541388,25.66334789,25.2472423,24.84173899,24.43715511,24.0462098
320,320,320,11542,2042417183,1,203369044.7,NA,1.95,2.1,16480.5,1933.35,2.3,1.2,45.85,5.6,4.3,2.05,2.25,3.1,1.2,2.75,0.35,1151.934508,52.515358,37.6650015,320,11542,2042417183,1,203369044.7,NA,1.95,2.1,16480.5,276.6511503,-0.808718376,0.436002891,0.279753169,0.137163254,0.045974243,0.192592981,24277.541,-0.028792478,11749.47713,11991.52895,12222.96236,12476.26877,12719.61585,12981.37795,13237.72612,13507.36892,13776.1173,14054.27091,14335.55077,14622.91887,14917.50321,15214.96138,15522.06599,15830.22286,51.70911865,50.81749224,50.02274778,49.18436416,48.41352057,47.609082,46.85532789,46.08551426,45.34905686,44.61009,43.89179055,43.18129369,42.48110487,41.79756543,41.11734338,40.45786825
321,321,321,12398.75,2158340905,1,213888018.4,NA,2.65,1.9,17484,1453,2.05,1.15,47.1,4.45,3.7,1.65,2.05,2.8,0.9,2.6,0.2,963.4884455,53.6504675,62.4405775,321,12398.75,2158340905,1,213888018.4,NA,2.65,1.9,17484,277.2927136,-0.80052682,0.437136643,0.279147728,0.127825936,0.043857841,0.192620532,20937.327,-0.026975158,12620.76625,12881.02855,13129.31894,13401.73549,13662.90543,13944.3522,14219.59547,14509.4188,14798.05274,15096.93741,15399.09221,15707.80415,16024.32241,16343.81786,16673.81131,17004.74926,52.87666317,51.92122945,51.14324307,50.26700415,49.51056529,48.6759453,47.92856705,47.13772561,46.40059276,45.64693284,44.92247071,44.20210652,43.49094479,42.80165263,42.10815477,41.44496202
322,322,322,10472.78947,1844069508,1,182501642.4,NA,2.684210526,1.842105263,14753.68421,1593.684211,2.263157895,1.368421053,46.94736842,4.631578947,3.736842105,1.526315789,2.210526316,2.789473684,0.947368421,2.631578947,0.157894737,996.9971974,36.23805316,41.72842579,322,10472.78947,1844069508,1,182501642.4,NA,2.684210526,1.842105263,14753.68421,277.9570584,-0.803069872,0.438309422,0.277780803,0.130061409,0.044335929,0.192468744,21198.48211,-0.027390628,10657.65276,10878.23979,11086.96547,11318.01758,11537.87446,11776.38962,12008.46543,12253.78029,12497.38327,12750.10068,13005.30737,13266.10519,13533.66514,13803.39961,14082.42063,14361.66437,35.70897728,35.06774789,34.53767413,33.9472323,33.43208207,32.86903231,32.36098477,31.82661863,31.32636464,30.81652735,30.32553179,29.83775797,29.35636939,28.88922984,28.42011855,27.9704773
323,323,323,10864.3,1935647668,1.15,191776526.4,NA,2.55,2.1,15454.5,1488.95,2.1,1.25,42.2,5.35,4.15,1.9,2.25,3.05,1.1,2.75,0.3,1118.807739,48.63985,37.1723065,323,10864.3,1935647668,1.15,191776526.4,NA,2.55,2.1,15454.5,278.5570211,-0.797005939,0.438886515,0.277657099,0.125615368,0.043497003,0.192270679,23591.4295,-0.02685012,11068.60663,11293.90225,11515.1152,11750.33259,11981.90686,12225.63932,12468.33022,12720.41254,12974.04357,13234.98625,13499.794,13770.15493,14046.73912,14327.1784,14615.28051,14906.31699,47.90729097,47.08901686,46.36511758,45.59728979,44.89469408,44.15805388,43.4701813,42.76548947,42.09261072,41.41625168,40.75926668,40.10899145,39.46791179,38.84231257,38.21903498,37.61533238
324,324,324,10501.35,1862453672,1,184808566.8,NA,2.6,1.95,14732,1367.8,2.25,1.35,50.45,4.25,3.5,1.55,1.95,2.8,0.7,2.4,0.4,921.93304,39.2979755,55.192718,324,10501.35,1862453672,1,184808566.8,NA,2.6,1.95,14732,279.1941718,-0.776451392,0.43653226,0.277326217,0.124986964,0.043526983,0.191549505,19941.342,-0.026682199,10688.01413,10908.83669,11118.61626,11349.83574,11570.65416,11809.43703,12042.34638,12288.08159,12532.44422,12785.72437,13041.63329,13303.12305,13571.31147,13841.8458,14121.4881,14401.63341,38.7649755,38.06414755,37.5215456,36.88660705,36.35784854,35.75504114,35.22892835,34.66044753,34.13823169,33.59827792,33.08234512,32.56757529,32.05866931,31.56724696,31.06952138,30.5970876
325,325,325,11790.84211,2108982440,1,208964257.8,NA,2.684210526,1.894736842,16981.05263,2255.947368,2.157894737,1.210526316,52.78947368,4.894736842,3.736842105,2.052631579,1.684210526,3.157894737,0.578947368,2.894736842,0.263157895,998.9708916,43.31685105,46.93369579,325,11790.84211,2108982440,1,208964257.8,NA,2.684210526,1.894736842,16981.05263,279.9106039,-0.772952134,0.436196515,0.277724373,0.124134146,0.043671686,0.191404367,21344.99158,-0.026653237,12002.06645,12249.54175,12485.69347,12744.72014,12993.11107,13260.73097,13522.49359,13798.08902,14072.57817,14356.79949,14644.14015,14937.71462,15238.70677,15542.54207,15856.34594,16171.06818,42.72719637,41.96444656,41.36573633,40.67236112,40.08903619,39.42988171,38.85038353,38.22769204,37.65327407,37.06104684,36.4941256,35.92889358,35.37019745,34.8300428,34.28383087,33.76422565
326,326,326,11689,2068422113,1,205213553.3,NA,2.8,1.75,16692.5,1645.3,2.05,1.25,52.2,4.4,3.75,1.8,1.95,2.95,0.8,2.45,0.5,982.7104105,42.9493085,69.197408,326,11689,2068422113,1,205213553.3,NA,2.8,1.75,16692.5,280.5087949,-0.753446036,0.43453423,0.277556405,0.120494837,0.043000637,0.190865345,21467.5065,-0.02598774,11904.60888,12148.19394,12384.62669,12639.20034,12887.17901,13150.65465,13411.1171,13683.14144,13955.71616,14236.87702,14521.76579,14812.71218,15110.61994,15412.13865,15722.56338,16035.23786,42.36294568,41.64681522,41.05728007,40.39758852,39.82341276,39.19330669,38.62559323,38.02670433,37.4662965,36.89398269,36.3426138,35.79415464,35.25227796,34.7261337,34.19690667,33.68954195
327,327,327,9805.65,1778041908,1,175547542.9,NA,2.85,1.9,14177,1790.1,2.15,1.15,46.85,4.9,4.15,2.3,1.85,3.2,0.95,3.05,0.15,1094.056296,38.456572,72.2560615,327,9805.65,1778041908,1,175547542.9,NA,2.85,1.9,14177,281.0464421,-0.752203121,0.434243004,0.27713832,0.126286849,0.043473733,0.191188724,23802.293,-0.026881545,9983.591875,10188.7566,10386.0006,10600.60173,10807.80843,11029.69666,11247.73995,11476.49674,11704.93857,11941.08388,12180.05679,12424.16899,12674.3059,12927.09832,13187.82225,13449.8019,37.93077242,37.29264878,36.76471637,36.17593773,35.66179984,35.09918626,34.59107155,34.05603012,33.55466208,33.04313588,32.55001906,32.05962593,31.57514827,31.10453591,30.63143368,30.17751696
328,328,328,9262.736842,1645382892,1.105263158,163306341.5,NA,2.315789474,1.842105263,13263.15789,1890.736842,2.315789474,1.105263158,46.94736842,4.052631579,4.526315789,2.368421053,2.157894737,3.368421053,1.157894737,3.052631579,0.315789474,1228.311111,32.63740421,46.05404263,328,9262.736842,1645382892,1.105263158,163306341.5,NA,2.315789474,1.842105263,13263.15789,281.5798729,-0.742669951,0.433305947,0.277488045,0.126042349,0.043162272,0.190709726,26007.45211,-0.026629633,9434.329079,9627.145647,9814.777939,10016.24727,10212.95918,10421.52818,10628.04097,10843.46044,11059.51152,11282.2405,11507.99901,11738.54326,11974.55737,12213.52695,12459.43806,12707.29088,32.18262883,31.66622816,31.21468084,30.73076072,30.29140541,29.82663037,29.39492807,28.9499804,28.52621691,28.09867688,27.68358486,27.27198604,26.86566804,26.46913165,26.0730327,25.6896949
329,329,329,10324.9,1840231083,1,181805605.1,NA,2.75,1.75,14851,1105.65,2.05,1.35,45.4,5.3,3.75,1.85,1.9,2.9,0.85,2.75,0.15,1008.440752,43.1243365,49.5772445,329,10324.9,1840231083,1,181805605.1,NA,2.75,1.75,14851,282.1124881,-0.736824847,0.43288312,0.277510551,0.125468954,0.043227531,0.190567439,21592.204,-0.026723903,10505.43925,10723.39501,10928.53273,11156.93356,11373.20746,11608.86026,11837.3937,12079.57299,12319.61001,12568.92584,12820.5204,13077.6609,13341.5763,13607.41683,13882.68226,14157.79763,42.55202057,41.84402458,41.26715857,40.6161302,40.05377733,39.43212111,38.87499256,38.28448698,37.73351203,37.16935634,36.62640886,36.08581086,35.55141872,35.03282231,34.51034043,34.0100988
330,330,330,12188.25,2153225833,1,213521531.3,NA,2.7,1.85,17212.5,1581.45,2.45,1.1,56.2,4.2,4.4,2.3,2.1,3.55,0.85,2.9,0.65,1181.231975,58.9709855,62.568835,330,12188.25,2153225833,1,213521531.3,NA,2.7,1.85,17212.5,282.7097404,-0.736164333,0.431342532,0.277935347,0.133724018,0.045317434,0.190160468,25383.69,-0.028083001,12413.84388,12667.61364,12914.43478,13179.6046,13438.39135,13712.89124,13984.59842,14268.09239,14552.36612,14845.45998,15142.52041,15445.88189,15756.45305,16070.88842,16394.48815,16720.60112,58.16269001,57.22968861,56.42457888,55.5533873,54.76956533,53.93356026,53.16207625,52.3627213,51.60423173,50.83680081,50.09284778,49.35451014,48.62537853,47.91447086,47.2031293,46.51601433
331,331,331,11170.42105,1968309138,1,194539053,NA,2.736842105,1.789473684,15781.05263,1851.315789,2.263157895,1.368421053,49.36842105,4.684210526,4.157894737,1.894736842,2.263157895,3.105263158,1.052631579,2.789473684,0.315789474,1135.496703,55.07502,42.35418158,331,11170.42105,1968309138,1,194539053,NA,2.736842105,1.789473684,15781.05263,283.2862132,-0.726902095,0.430753148,0.277071438,0.133313887,0.045417305,0.190236742,24037.77316,-0.028201592,11371.96947,11606.01684,11830.28018,12075.16383,12310.88625,12563.99968,12812.21124,13073.02929,13333.18087,13602.30649,13874.53455,14152.64006,14437.68206,14725.60118,15022.73813,15321.05539,54.36722074,53.45796453,52.73904884,51.90948635,51.20784087,50.41734275,49.71950427,48.9708212,48.27825786,47.56449781,46.88005044,46.19725262,45.52179248,44.8677988,44.20635794,43.57592709
332,332,332,9893.4,1787864697,1,177992023.5,NA,2.05,1.9,14336,2045.85,2.45,1.25,56.95,3.9,4.55,2.2,2.35,3.5,1.05,3.1,0.4,1232.480438,54.077625,58.719885,332,9893.4,1787864697,1,177992023.5,NA,2.05,1.9,14336,283.7618122,-0.724330081,0.430688968,0.27697068,0.134366752,0.045272615,0.190367466,26351.027,-0.028344055,10075.69275,10281.91479,10481.95498,10697.49218,10907.32316,11130.38282,11350.80421,11581.07915,11811.76807,12049.7576,12290.88238,12537.13809,12789.29816,13044.48952,13307.24957,13571.87159,53.35678312,52.50360928,51.78252813,50.98973345,50.28705105,49.52733485,48.83368886,48.10872685,47.42493069,46.72985197,46.05766986,45.38960211,44.72946046,44.08676404,43.44190484,42.82086146
333,333,333,8694.85,1576667853,1,156408090,NA,2.4,1.9,12479.5,1158.4,2.25,1.35,47.75,4.85,4.6,2,2.6,3.2,1.4,2.9,0.3,1275.826549,51.1236845,32.8094935,333,8694.85,1576667853,1,156408090,NA,2.4,1.9,12479.5,284.4809348,-0.716662946,0.430879049,0.277344062,0.130870058,0.044641551,0.189746159,26706.858,-0.027883001,8863.3635,9045.16956,9215.710879,9411.957166,9589.290402,9793.101671,9978.581197,10189.32539,10383.31012,10601.39577,10804.07511,11030.19865,11241.80249,11476.24214,11696.81382,11940.73479,48.68377205,49.32210603,50.32809839,45.63634612,49.02176578,44.21457151,47.65638997,42.9937948,46.28548176,41.80692551,44.95464658,40.59135516,43.67987723,39.47290629,42.42527453,38.22462408
334,334,334,11850.36842,2060379825,1.052631579,204422669.3,NA,2.842105263,1.894736842,16757.36842,1098.789474,2.210526316,1.157894737,47.94736842,5.052631579,4.947368421,2.526315789,2.421052632,3.631578947,1.315789474,3.421052632,0.210526316,1343.725324,46.74282789,66.89727579,334,11850.36842,2060379825,1.052631579,204422669.3,NA,2.842105263,1.894736842,16757.36842,285.126131,-0.711090941,0.430650925,0.276747886,0.130837601,0.044730513,0.189426886,28788.21632,-0.027937054,12079.17829,12323.23985,12566.75827,12821.1977,13075.45383,13339.5488,13605.18911,13879.00808,14156.09737,14440.14256,14729.01364,15023.82447,15325.04691,15631.2349,15944.84394,16262.93926,46.12041481,45.41022883,44.79108653,44.12529059,43.52204448,42.88198514,42.28823136,41.67496288,41.09115396,40.50131227,39.92854236,39.36011091,38.79857595,38.25037038,37.70218095,37.17160706
335,335,335,12252.7,2151012932,1,214333561.8,NA,2.35,2,17403.5,1892.1,2.15,1.45,46,4.1,4.45,2.3,2.15,3.5,0.95,3.25,0.25,1219.360933,35.234871,53.1348405,335,12252.7,2151012932,1,214333561.8,NA,2.35,2,17403.5,285.9473334,-0.703944441,0.430532414,0.277935909,0.128244317,0.043441796,0.189527646,25969.3015,-0.027338773,12482.17875,12736.53051,12985.66301,13251.27438,13512.181,13787.33781,14060.89831,14345.37513,14631.34997,14925.73114,15224.37539,15529.30096,15841.30428,16157.53577,16482.55674,16810.68491,34.78313807,34.23666245,33.78249238,33.27682409,32.83368666,32.34939156,31.91076998,31.44911464,31.01563235,30.57326661,30.14620946,29.72118271,29.30089668,28.89212106,28.48095473,28.08586045
336,336,336,10544,1873538660,1,185760938,NA,2.272727273,2,15015,1667.636364,2.136363636,1.227272727,46.22727273,5.045454545,3.636363636,2.045454545,1.590909091,2.818181818,0.818181818,2.681818182,0.136363636,1000.58853,34.13233091,41.52502773,336,10544,1873538660,1,185760938,NA,2.272727273,2,15015,286.5747287,-0.696419325,0.430376676,0.27718693,0.126781478,0.043228438,0.189118862,21267.62364,-0.02698327,10724.20148,10947.9592,11155.89181,11390.62713,11610.32676,11852.21079,12084.94874,12333.06666,12577.89093,12832.90394,13089.81734,13352.47654,13622.31773,13893.59291,14175.1486,14455.65179,33.73385751,33.16544961,32.75188596,32.24348746,31.83847161,31.3567147,30.94921153,30.49660335,30.08798216,29.6589933,29.25177069,28.84329436,28.43834484,28.04876577,27.65044067,27.27555681
