,Group.1,Quantile,X,folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio.x,upm,factor_hog,clase_hog,sexo_jefe.x,edad_jefe,educa_jefe.x,tot_integ.x,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,Energy2014,percep_tot,Quantile.1,Income2014,folioviv.1,foliohog.1,ubica_geo.1,ageb.1,tam_loc.1,est_socio.x.1,upm.1,Intercept,Elasticity_Income_Electricity,Coef_socio,Coef_sexo_jefe,Coef_educa_jefe,Coef_tot_members,Coef_educ_sex_jefe,Income2014,sexo_jefe.educa_jefe,Income2015,Income2016,Income2017,Income2018,Income2019,Income2020,Income2021,Income2022,Income2023,Income2024,Income2025,Income2026,Income2027,Income2028,Income2029,Income2030,Energy2015,Energy2016,Energy2017,Energy2018,Energy2019,Energy2020,Energy2021,Energy2022,Energy2023,Energy2024,Energy2025,Energy2026,Energy2027,Energy2028,Energy2029,Energy2030
499,499,499,8609.578947,1571739186,1.052631579,156148955.6,NA,1.947368421,2.315789474,12409.47368,2005.210526,2.157894737,1.052631579,43.15789474,5.684210526,3.842105263,2,1.842105263,3.263157895,0.578947368,3.105263158,0.157894737,1483.739058,57.54768895,37.80086947,499,8609.578947,1571739186,1.052631579,156148955.6,NA,1.947368421,2.315789474,12409.47368,396.0106339,0.273763984,0.375916296,0.216404171,0.13367776,0.039690452,0.157517631,31051.83526,-0.024611514,8762.643026,8943.677868,9115.676556,9305.233374,9486.279789,9682.03913,9872.995031,10074.45703,10274.80079,10482.45106,10692.25927,10906.64242,11126.51582,11348.31593,11577.57905,11807.26033,57.83792301,58.18708387,58.48939323,58.82755994,59.13422922,59.47167022,59.78665381,60.12198977,60.44506764,60.77984272,61.1103179,61.44533335,61.78307507,62.11863744,62.46200491,62.79956516
500,500,500,7859.4,1425232063,1.05,141494530.8,NA,2.2,2.1,11350,1708,2.3,1.3,50.85,4.95,3.5,1.65,1.85,2.9,0.6,2.45,0.45,1279.40497,55.3677705,110.5441225,500,7859.4,1425232063,1.05,141494530.8,NA,2.2,2.1,11350,397.0909309,0.284171056,0.375938485,0.216828767,0.130738137,0.038446898,0.157255759,28366.308,-0.024135138,7993.225125,8160.151905,8314.95778,8490.104093,8653.727882,8834.172228,9007.576281,9192.616084,9375.069409,9565.20206,9756.700539,9952.49164,10153.66743,10355.84889,10565.77124,10774.80222,55.6462892,56.00986683,56.30440427,56.65060252,56.95001176,57.29366018,57.60372273,57.94278555,58.26316893,58.59988924,58.92955707,59.2650916,59.60383711,59.93861786,60.28402734,60.62015904
501,501,501,9770.45,1738666643,1,172268531.9,NA,2.35,2.05,13846.5,1577.6,2.1,1.25,51.6,5.4,3.4,1.35,2.05,2.75,0.65,2.4,0.35,1319.044916,39.3419775,34.2011915,501,9770.45,1738666643,1,172268531.9,NA,2.35,2.05,13846.5,397.9980896,0.29165049,0.376453605,0.215327427,0.127920352,0.038156068,0.156754074,27617.2675,-0.023880955,9939.90025,10146.54523,10340.14595,10556.77905,10761.04986,10984.45951,11200.50493,11429.94645,11656.99094,11893.05438,12131.13151,12374.48424,12624.3361,12875.83183,13136.46556,13396.65659,39.50929257,39.8211303,40.01245814,40.2909508,40.48712275,40.75768588,40.96862434,41.22770591,41.45280472,41.70422262,41.94166001,42.18736242,42.43674527,42.67743185,42.93456259,43.17381602
502,502,502,10701.84211,1916023965,1.052631579,189740545.2,NA,2.368421053,2.052631579,15337.36842,1750.736842,1.894736842,1.210526316,46.15789474,5.842105263,2.842105263,1.157894737,1.684210526,2.263157895,0.578947368,2.105263158,0.157894737,1036.555852,42.38342684,97.21200263,502,10701.84211,1916023965,1.052631579,189740545.2,NA,2.368421053,2.052631579,15337.36842,398.945695,0.303834109,0.376552377,0.215641693,0.121860449,0.036647743,0.1566745,23138.11947,-0.023123639,10880.35645,11108.70154,11318.10796,11557.92193,11779.68648,12026.48573,12262.02924,12514.70229,12762.86921,13022.12734,13281.05553,13549.52192,13822.18873,14097.17209,14383.70914,14667.6427,42.56858787,42.9219791,43.13522218,43.44975006,43.6686318,43.97399536,44.21004056,44.50209566,44.75461503,45.03778277,45.25625309,45.63236355,45.82154306,46.12996222,46.43131427,46.68477716
503,503,503,10950,1924565345,1.05,191404529.5,NA,1.95,2.15,15490.5,1724.65,2.4,1.3,49.3,4.75,4.35,2.45,1.9,3.5,0.85,3.25,0.25,1669.772755,61.533122,69.404727,503,10950,1924565345,1.05,191404529.5,NA,1.95,2.15,15490.5,399.7955109,0.30141734,0.377479636,0.213885971,0.123956382,0.037323555,0.156743173,35493.418,-0.023629844,11155.82888,11379.33834,11600.39398,11839.28298,12071.2633,12318.42062,12562.2384,12817.28516,13072.54275,13336.04014,13602.91218,13875.48149,14154.64464,14437.04384,14727.96668,15020.74922,62.20360577,62.03207525,62.64063101,63.04292372,63.40171601,63.80275835,64.17270934,64.57058727,64.95140909,65.34823861,65.73898513,66.13586264,66.53636755,66.93370886,67.34171262,67.74152052
504,504,504,8381.35,1534595970,1.05,151345549,NA,2.7,1.9,12251,1645.5,2.4,1.15,43.45,4.8,4.3,2.3,2,3.2,1.1,2.9,0.3,1660.09822,49.517734,62.0630815,504,8381.35,1534595970,1.05,151345549,NA,2.7,1.9,12251,400.5221683,0.302631803,0.377723777,0.213275447,0.124506053,0.037304496,0.156628031,35146.149,-0.023681973,8533.40175,8708.77797,8877.355421,9060.800634,9237.897785,9427.568933,9613.934051,9809.471583,10004.72835,10206.57709,10410.83826,10619.49308,10833.30025,11049.37166,11272.22935,11496.15097,49.80277781,50.12339963,50.41715346,50.7329107,51.03084718,51.34781015,51.65229502,51.9696626,52.2805937,52.59929698,52.91628881,53.236821,53.55982361,53.88238558,54.21045048,54.53592483
505,505,505,10187.63158,1837690998,1,181354796,NA,2.473684211,1.789473684,14600,1602.947368,2.052631579,1.263157895,56.31578947,4.421052632,3.421052632,1.631578947,1.789473684,2.684210526,0.736842105,2.157894737,0.526315789,1327.182073,53.38132211,45.75493632,505,10187.63158,1837690998,1,181354796,NA,2.473684211,1.789473684,14600,401.3051155,0.309164217,0.377636658,0.212538445,0.123204754,0.037052574,0.156449059,28019.12263,-0.023472287,10366.79171,10581.56152,10784.35363,11009.3535,11223.03711,11455.25552,11680.90864,11919.67237,12156.59319,12402.4948,12650.74937,12904.45603,13164.783,13427.13982,13698.63565,13970.20368,53.62453373,54.07031767,54.34655293,54.74664604,55.02994537,55.4190543,55.72364213,56.09672001,56.42175344,56.78425908,57.12711488,57.48184338,57.84194564,58.1899058,58.56130648,58.90758135
506,506,506,11121.1,1956734402,1,193841014.6,NA,2.3,2.2,15643,1916.95,2.4,1.2,50.7,4.9,4,1.95,2.05,3.15,0.85,2.85,0.3,1540.328451,70.9331105,68.1078685,506,11121.1,1956734402,1,193841014.6,NA,2.3,2.2,15643,402.1168358,0.311194202,0.3781251,0.211509603,0.123285035,0.036733543,0.156369146,32825.231,-0.023296031,11325.35088,11557.35078,11781.96666,12024.48712,12260.17152,12511.10701,12758.77851,13017.75608,13277.02309,13544.61009,13815.65352,14092.47766,14375.98074,14662.80666,14958.24475,15255.63285,71.33727706,71.8300159,72.25269859,72.72924017,73.15876978,73.63460979,74.07692361,74.54998112,75.00478172,75.47736077,75.94363812,76.41693561,76.89452715,77.36900083,77.85545626,78.33329855
507,507,507,10043.5,1809837357,1,180051011.3,NA,2,2.1,14476.5,1297.15,2.3,1.4,55.4,4.4,3.65,1.8,1.85,3.15,0.5,2.55,0.6,1315.32736,46.165399,154.811923,507,10043.5,1809837357,1,180051011.3,NA,2,2.1,14476.5,402.8012807,0.307867296,0.379182501,0.210306579,0.124164899,0.036807968,0.156554455,30002.8425,-0.023381518,10223.603,10434.35264,10635.57555,10856.1512,11067.78241,11295.68898,11518.68774,11753.40663,11987.23121,12229.31474,12474.07387,12724.13942,12980.51195,13239.3294,13506.60966,13774.71123,46.42911139,46.74183534,47.01620555,47.32049712,47.59912001,47.90350404,48.18965832,48.49299506,48.78652132,49.09008773,49.39043326,49.69489581,50.00197524,50.30759288,50.62006199,50.92804832
508,508,508,10661.78947,1903401374,1,188757912.9,NA,2.526315789,1.842105263,15196.31579,1672.947368,2.105263158,1.157894737,52.94736842,4.157894737,3.684210526,1.894736842,1.789473684,2.894736842,0.789473684,2.263157895,0.631578947,1373.371097,57.66059526,114.5711553,508,10661.78947,1903401374,1,188757912.9,NA,2.526315789,1.842105263,15196.31579,403.8081528,0.323636514,0.37871708,0.210508582,0.118749269,0.035561396,0.156185002,30366.16842,-0.022717951,10855.89776,11078.7977,11293.49878,11526.61205,11752.08604,11993.1615,12230.33985,12478.94874,12727.38234,12984.08424,13243.92511,13509.34158,13781.26897,14056.16414,14339.58422,14624.5056,58.00360288,58.41858225,58.77685381,59.17917949,59.54337542,59.9454978,60.32048027,60.72070623,61.10624402,61.50645967,61.90173378,62.30292281,62.7078072,63.11034948,63.52285518,63.92854386
509,509,509,9219.6,1652951590,1.05,163795525.5,NA,2,2.1,13152,1649.95,2.45,1.25,46.75,5.45,3.65,1.95,1.7,2.8,0.85,2.75,0.05,1378.949695,90.6898615,97.8636575,509,9219.6,1652951590,1.05,163795525.5,NA,2,2.1,13152,404.6381882,0.330478163,0.377881052,0.210251576,0.121144373,0.03591906,0.155914108,30139.048,-0.023114749,9383.225,9577.16708,9761.246277,9964.335342,10158.13023,10367.84376,10572.28562,10788.07647,11002.59445,11224.98523,11449.65777,11679.23501,11914.70945,12152.21084,12397.74873,12643.67309,91.13482588,91.94104668,92.44410112,93.17059682,93.68678767,94.39407458,94.94926154,95.62822462,96.22093356,96.88146161,97.50692539,98.154095,98.81126648,99.44691444,100.1250928,100.758383
510,510,510,9499.052632,1696346737,1.052631579,168667375.9,NA,1.894736842,2.157894737,13625.78947,1737.789474,2.052631579,1.210526316,53.94736842,5.210526316,3.631578947,1.894736842,1.736842105,3.157894737,0.473684211,2.842105263,0.315789474,1376.375597,51.77858368,97.02613789,510,9499.052632,1696346737,1.052631579,168667375.9,NA,1.894736842,2.157894737,13625.78947,405.6677388,0.331675047,0.377925736,0.210016121,0.124623718,0.036244082,0.155374542,30069.42316,-0.023525548,9658.976184,9861.241679,10047.66315,10259.99872,10457.25001,10675.87661,10885.17504,11109.16755,11329.55102,11559.5273,11790.968,12027.63274,12270.92054,12515.19149,12769.10458,13021.54761,52.04508165,52.49113771,52.78860793,53.19469451,53.49936502,53.8969738,54.22119101,54.6058849,54.94896248,55.32545802,55.685197,56.05590329,56.43187717,56.79765703,57.18467614,57.55000401
511,511,511,8263.4,1481222492,1,146845045.4,NA,2.3,2.25,11929.5,1737.75,2.2,1.2,53,4.6,3.55,1.85,1.7,3.05,0.5,2.7,0.35,1366.782921,68.701136,76.1568045,511,8263.4,1481222492,1,146845045.4,NA,2.3,2.25,11929.5,406.44808,0.340354712,0.377470293,0.210932499,0.120581593,0.035649185,0.155348295,29447.7495,-0.023146765,8407.901,8582.3366,8746.519187,8927.406686,9102.408169,9289.141845,9471.645291,9664.197179,9857.886807,10055.96884,10257.30426,10463.18045,10674.80623,10887.31136,11108.17468,11327.7999,69.13125343,69.65094736,70.10043138,70.37364988,71.30763712,71.3461958,71.99274259,72.47603694,73.14391642,73.43930331,74.02842632,74.54252378,75.08174918,75.52688694,76.11985578,76.53047929
512,512,512,10884.8,1946096207,1.1,193004550.3,NA,2.35,2.1,15597,1831.75,2.2,1.35,50.85,5.1,3.25,1.65,1.6,2.75,0.5,2.35,0.4,1236.775092,41.4302105,86.514351,512,10884.8,1946096207,1.1,193004550.3,NA,2.35,2.1,15597,407.1850114,0.331569082,0.377938758,0.212252911,0.124577505,0.036237668,0.155555731,27005.907,-0.023739292,11071.3455,11302.18878,11517.03634,11759.17328,11986.11902,12235.66778,12476.00862,12732.04649,12984.82209,13248.02688,13513.24667,13784.38773,14062.91009,14342.9791,14633.57919,14923.20484,41.68159803,41.98851461,42.251702,42.54869529,42.81636916,43.11314919,43.38903415,43.68429543,43.96821767,44.26340175,44.55474105,44.85059828,45.14926503,45.44608345,45.75054853,46.04970814
513,513,513,9563.947368,1715264421,1,169643185.2,NA,2.210526316,1.842105263,13847.36842,1024,2.105263158,1.210526316,55.73684211,4.947368421,3.263157895,1.736842105,1.526315789,2.789473684,0.473684211,2.315789474,0.473684211,1238.659292,55.17915789,93.42793895,513,9563.947368,1715264421,1,169643185.2,NA,2.210526316,1.842105263,13847.36842,408.2007668,0.337882203,0.377171417,0.212232203,0.124857554,0.036410699,0.155256561,27185.45368,-0.023843259,9725.168816,9928.758163,10116.52996,10330.24287,10528.89904,10748.95862,10959.71869,11185.20208,11407.10624,11638.63362,11871.65644,12109.93495,12354.8688,12600.81871,12856.44435,13110.63418,55.47211394,55.95149453,56.27722045,56.71523862,57.04875177,57.47839424,57.83240986,58.2490869,58.62291236,59.03147527,59.42287339,59.8257977,60.23435531,60.63252539,61.05288635,61.45093419
514,514,514,7439.65,1355597757,1,134151516.1,NA,1.95,2.4,10744,1466.3,2.25,1.15,45.2,5.45,3.85,1.75,2.1,3.1,0.75,2.95,0.15,1481.437923,63.301679,93.0848345,514,7439.65,1355597757,1,134151516.1,NA,1.95,2.4,10744,408.9636578,0.339849381,0.377059142,0.211415798,0.127207219,0.036691411,0.15531698,32133.1175,-0.024161413,7578.0595,7732.75948,7880.849222,8045.288319,8200.816535,8367.061782,8534.483852,8706.119944,8879.309678,9058.650047,9239.952673,9425.189787,9615.110888,9806.81851,10004.82513,10203.39867,63.71637545,64.16980259,64.56667935,65.07781953,65.45217002,65.87399597,66.4407653,66.77354593,67.27298894,67.75321806,68.19979855,68.66586625,69.1404457,69.59409792,70.08661211,70.53641506
515,515,515,10233.4,1818670349,1.05,180375555.3,NA,2.5,2.15,14521.5,1422.2,2.3,1.25,56.6,4.2,4,2.15,1.85,3.05,0.95,2.35,0.7,1501.947265,52.100328,137.075442,515,10233.4,1818670349,1.05,180375555.3,NA,2.5,2.15,14521.5,409.7549266,0.344047055,0.377514778,0.21100565,0.125804045,0.036333147,0.155201132,33449.443,-0.024066486,10417.301,10631.9246,10837.09895,11061.70507,11277.44735,11509.54722,11736.82315,11975.90475,12214.17929,12460.80178,12710.19065,12964.97854,13226.16785,13489.89841,13762.19005,14035.40323,52.425176,52.82992369,53.17138425,53.56156566,53.90916136,54.29869945,54.65782867,55.04482679,55.41524116,55.8017814,56.18258174,56.56974658,56.96080284,57.34900508,57.74810285,58.13933673
516,516,516,10846,1907394708,1,189703218.8,NA,2.263157895,2.157894737,15292.63158,1497.789474,2.157894737,1.105263158,49.73684211,5.368421053,3.684210526,2.052631579,1.631578947,2.947368421,0.736842105,2.631578947,0.315789474,1455.593562,45.75137737,57.74111,516,10846,1907394708,1,189703218.8,NA,2.263157895,2.157894737,15292.63158,410.7524311,0.364150602,0.376311862,0.209688887,0.123422656,0.03587113,0.154377246,30884.38105,-0.023772877,11035.595,11264.56687,11480.03697,11719.98526,11947.15889,12194.7217,12434.78059,12689.19349,12941.3411,13203.24543,13467.53775,13737.65703,14014.89667,14294.15145,14583.31563,14872.31007,46.0275987,46.43755911,46.73805536,47.1200436,47.42733942,47.80456866,48.12790598,48.49707123,48.8359906,49.2006113,49.55351702,49.91540067,50.28201929,50.64182213,51.01831736,51.37939916
517,517,517,10546.1,1883542694,1,186234097.5,NA,2.7,1.85,14993.5,1536.25,2.2,1.35,45.4,5.25,3.8,1.85,1.95,2.65,1.15,2.55,0.1,1516.5243,34.947731,47.9813635,517,10546.1,1883542694,1,186234097.5,NA,2.7,1.85,14993.5,411.7184295,0.371667088,0.375746877,0.209889068,0.121450806,0.035355092,0.154232046,31928.687,-0.023354131,10733.65913,10955.39459,11166.10531,11398.27458,11620.06178,11859.8328,12093.75006,12340.51334,12585.92461,12840.27437,13097.27429,13359.87687,13629.20037,13900.89248,14181.71571,14463.06557,35.17273359,35.47993176,35.72041127,36.01160084,36.25713584,36.54627244,36.80261375,37.08767271,37.35455216,37.63773019,37.91416396,38.19659875,38.48242413,38.76453949,39.05740653,39.34128709
518,518,518,9079.6,1606189223,1,159916612,NA,2.15,2,12944.5,1037.5,2.25,1.25,45.65,5.45,4.25,2.1,2.15,3.3,0.95,3.2,0.1,1685.640499,38.448242,68.8642325,518,9079.6,1606189223,1,159916612,NA,2.15,2,12944.5,412.8231308,0.384166852,0.375418147,0.209515216,0.11680684,0.034471142,0.154162752,35806.219,-0.022853846,9250.8085,9438.96346,9624.010657,9820.42294,10014.08549,10217.64266,10420.53801,10631.12134,10843.12199,11061.15388,11282.46337,11508.40468,11739.51764,11973.9116,12214.63666,12457.91409,38.73446741,39.04408745,39.33806978,39.64694154,39.94584821,40.25784072,40.56319543,40.87783788,41.18963151,41.50753921,41.82558657,42.1471048,42.47143092,42.79672374,43.12677991,43.45644839
519,519,519,8338.736842,1495773601,1,148724790.9,NA,1.736842105,2.105263158,11950,2132.157895,2.157894737,1.263157895,47.84210526,5.210526316,3.789473684,2.052631579,1.736842105,2.947368421,0.842105263,2.684210526,0.263157895,1513.282009,51.27703,54.35224421,519,8338.736842,1495773601,1,148724790.9,NA,1.736842105,2.105263158,11950,413.7086389,0.38822911,0.375819479,0.208781731,0.11479656,0.034052934,0.154024841,31992.53579,-0.022484513,8488.914737,8666.774695,8832.642668,9018.478826,9193.162281,9384.273866,9568.706697,9764.733605,9958.5298,10160.23608,10363.69115,10571.64296,10785.12291,10999.78032,11223.24295,11445.33874,54.03016978,52.25968029,52.49442968,52.98943845,53.29053818,53.75825078,54.10821705,54.56791666,54.95665017,55.41214141,55.83598294,56.27010943,56.70991632,57.1250969,57.64823637,58.01249473
520,520,520,11317.2,2022009152,1,201356523.9,NA,1.8,2.25,16205,1739.7,2.4,1.25,44.8,5.45,3.95,1.8,2.15,2.95,1,2.85,0.1,1590.656155,60.623731,46.982866,520,11317.2,2022009152,1,201356523.9,NA,1.8,2.25,16205,414.5702894,0.392536077,0.375870076,0.208262703,0.114120448,0.03382098,0.153829759,33421.2045,-0.022318866,11522.777,11761.37322,11987.23618,12236.75207,12474.05013,12730.08205,12981.76868,13245.74919,13509.42062,13781.94793,14057.75972,14339.499,14628.17872,14919.9495,15220.84216,15523.22838,60.96033016,61.69510479,61.94651256,62.67594467,62.93865768,63.5795096,64.0159805,64.56545467,65.03637842,65.56941259,66.07055285,66.59172093,67.12223524,67.63316303,68.18333097,68.69238891
521,521,521,7875.65,1446977936,1.05,143655542.9,NA,1.9,2.2,11570.5,1656.35,2.1,1.15,50.5,4.6,3.5,2.05,1.45,2.9,0.6,2.7,0.2,1398.370992,56.3324825,55.826484,521,7875.65,1446977936,1.05,143655542.9,NA,1.9,2.2,11570.5,415.5006501,0.391124006,0.375613977,0.208207728,0.118173385,0.034376513,0.153823001,29677.4995,-0.022840465,8007.20425,8175.19531,8329.369035,8503.879566,8669.037553,8848.741547,9021.708233,9208.116959,9390.569413,9581.596789,9773.466372,9969.738809,10171.73198,10374.07653,10584.98685,10793.89449,56.72194067,57.23278514,57.64666396,58.07581922,58.62034852,58.98767936,59.47222389,59.98282054,60.41724353,60.91157102,61.37487045,61.85735917,62.34870231,62.82092604,63.33090087,63.80095141
522,522,522,10169.84211,1792024726,1,178139660.2,NA,2.526315789,1.894736842,14327.36842,1121.052632,2.210526316,1.315789474,51.89473684,3.631578947,3.368421053,1.473684211,1.894736842,2.736842105,0.631578947,2.526315789,0.210526316,1328.708474,49.72226,72.98276632,522,10169.84211,1792024726,1,178139660.2,NA,2.526315789,1.894736842,14327.36842,416.1470126,0.391883913,0.375107029,0.20821461,0.122520801,0.035305024,0.153500593,28605.94368,-0.02356282,10340.44895,10557.16989,10756.5278,10984.07542,11195.08564,11429.33092,11653.31488,11893.24192,12129.14325,12375.41912,12623.20039,12876.58663,13137.10217,13398.59243,13670.50165,13940.70544,50.00647965,50.53688067,50.86302381,51.33887378,51.67461703,52.1387385,52.50123585,52.94740749,53.33580916,53.77049528,54.18182971,54.60832462,55.04207741,55.46153731,55.91054297,56.32917182
523,523,523,7837.8,1403425121,1,138661129.5,NA,2.05,2.1,11191.5,1386.55,2.1,1.05,48.85,5.05,3.45,2,1.45,2.9,0.55,2.75,0.15,1371.989661,56.500479,66.205027,523,7837.8,1403425121,1,138661129.5,NA,2.05,2.1,11191.5,416.8745229,0.403072069,0.374636386,0.207740872,0.120930749,0.035073103,0.153085994,29350.912,-0.023549929,7973.789,8139.54236,8294.869062,8468.630584,8632.511379,8811.71253,8985.031766,9169.077536,9351.215534,9540.578745,9731.563154,9926.778497,10127.20381,10328.95509,10538.02786,10746.7578,56.85511109,57.44556288,57.84227215,58.38182203,58.78923447,59.31930737,59.75367334,60.26836334,60.72892588,61.23435351,61.71836982,62.21765889,62.72470925,63.21896319,63.74226896,64.23741746
524,524,524,9336.45,1688266446,1,167352030.6,NA,2.2,2.05,13466.5,1845.5,2.3,1.2,57.4,4.35,4.05,1.9,2.15,3.6,0.45,3.15,0.45,1602.606569,60.584237,90.4060535,524,9336.45,1688266446,1,167352030.6,NA,2.2,2.05,13466.5,418.0266915,0.409547388,0.374798898,0.206189685,0.121569314,0.035206092,0.152611076,34551.278,-0.023683145,9507.412,9705.23782,9892.248432,10098.81754,10295.39208,10508.18584,10715.25954,10933.98487,11151.24101,11376.67473,11604.44606,11837.17906,12075.86738,12316.39194,12566.01345,12815.0831,66.66505708,61.93095475,62.14144222,62.76937923,63.10981556,63.69143452,64.11127516,64.69042208,65.16948066,65.74905528,66.28222346,66.82493283,67.3738156,67.88363529,68.59056752,68.99778817
525,525,525,10574.42105,1879742881,1,186211091.9,NA,2.526315789,2.105263158,15139.47368,1478.789474,2.210526316,1.157894737,49.89473684,5.157894737,3.421052632,1.631578947,1.789473684,2.736842105,0.684210526,2.421052632,0.315789474,1364.841332,51.78528895,68.83633474,525,10574.42105,1879742881,1,186211091.9,NA,2.526315789,2.105263158,15139.47368,419.040797,0.419661317,0.373409738,0.205489968,0.12357398,0.035717423,0.152371001,29258.72789,-0.023989322,10761.31697,10983.97729,11194.81772,11428.02687,11650.08394,11890.84329,12125.20816,12372.85788,12618.84241,12873.98901,13131.67346,13394.99861,13665.13643,13937.50032,14219.20336,14501.18274,52.16758897,52.6743215,53.08144394,53.56561505,53.98182164,54.4645134,54.89851198,55.37666612,55.82812692,56.30505368,56.77256804,57.24999322,57.73338949,58.21196638,58.70773856,59.19065483
526,526,526,9568.1,1710953697,1,169302148.5,NA,2.35,2.15,13587.5,1224.8,2.1,1.35,44.15,6.2,3.55,1.5,2.05,2.5,1.05,2.25,0.25,1398.229896,62.4730155,93.472498,526,9568.1,1710953697,1,169302148.5,NA,2.35,2.15,13587.5,420.2170775,0.426030862,0.372960808,0.207048754,0.120951334,0.034945385,0.152186569,30442.906,-0.023617369,9730.907375,9934.157195,10122.57714,10335.84188,10535.00747,10754.71513,10965.80129,11191.09188,11413.20383,11644.68389,11877.81522,12116.17463,12361.09652,12607.22836,12862.80172,13117.26565,62.84667056,63.59134683,64.02640468,64.68995844,65.13918939,65.78461114,66.27448602,66.89220875,67.42149773,68.02142865,68.58555782,69.17275375,69.77093808,70.34716572,70.96846587,71.54320548
527,527,527,9962.65,1780832019,1,175774536.8,NA,2.65,2,14295,1987.65,2.3,1.45,53.05,5.25,3.35,1.5,1.85,2.8,0.55,2.3,0.5,1350.255295,68.1581425,60.8670405,527,9962.65,1780832019,1,175774536.8,NA,2.65,2,14295,421.1845915,0.43271027,0.37239233,0.207192602,0.120277106,0.035130516,0.151832705,28798.415,-0.023726428,10133.34838,10344.64702,10541.27676,10762.91548,10970.62255,11199.04252,11419.01522,11653.37009,11884.7276,12125.63814,12368.38855,12616.55943,12871.48902,13127.8287,13393.81408,13658.89825,68.69162922,69.35989522,69.92317918,70.56912204,71.14459993,71.79162733,72.38845922,73.03336258,73.65126696,74.29754309,74.93514011,75.58462571,76.24182994,76.89524105,77.56839152,78.22916217
528,528,528,10249.42105,1842495476,1,183115804.1,NA,2.210526316,2.052631579,14717.89474,1733.473684,2.263157895,1.210526316,44.63157895,5.421052632,4.157894737,2.210526316,1.947368421,3.157894737,1,3.105263158,0.052631579,1627.995445,55.79039421,127.1370763,528,10249.42105,1842495476,1,183115804.1,NA,2.210526316,2.052631579,14717.89474,422.1228688,0.448414992,0.371009327,0.20743953,0.118486003,0.034632442,0.151281318,35819.03105,-0.023487874,10435.28197,10649.76959,10855.89012,11080.25121,11296.79798,11528.76768,11756.65815,11995.79342,12234.56391,12481.40943,12731.19681,12986.35872,13247.82644,13512.05277,13784.59062,14058.41213,56.26909769,56.80212985,57.29724834,57.82690354,58.33186558,58.86713009,59.38559177,59.92531581,60.45726878,61.00290497,61.54791088,62.10027077,62.65839616,63.2178579,63.78778854,64.3557836
529,529,529,9679.55,1746039707,1,173833031.3,NA,1.75,2.4,13884,2062.05,2.2,1.15,44.4,6.3,3.75,2.05,1.7,3.05,0.7,3,0.05,1530.130007,60.042787,55.3319515,529,9679.55,1746039707,1,173833031.3,NA,1.75,2.4,13884,422.8039117,0.44475585,0.371341705,0.207191681,0.122259507,0.035093535,0.151061593,32356.3665,-0.023910458,9852.374,10055.69906,10249.3489,10462.20001,10665.9522,10885.82217,11100.62359,11326.9812,11552.27727,11785.66172,12021.54779,12262.56282,12509.70382,12759.1051,13016.78087,13275.08587,60.50376659,61.13786149,61.63339843,62.23497458,62.74248347,63.34152912,63.87296684,64.46521569,65.02015883,65.61012331,66.1866908,66.77671091,67.37471889,67.96566407,68.58026188,69.17654843
530,530,530,9630.15,1720253736,1,170859010.8,NA,2.25,2.05,13813.5,1627.45,2.35,1.2,55.5,5,4.55,2.35,2.2,3.8,0.75,3.45,0.35,1786.770178,44.936773,140.609567,530,9630.15,1720253736,1,170859010.8,NA,2.25,2.05,13813.5,423.5906599,0.442352143,0.372161793,0.20677375,0.123649004,0.035571365,0.150679048,39334.2805,-0.024256899,9819.965375,10020.11878,10218.0921,10426.26299,10624.56882,10848.26679,11055.214,11286.9477,11503.04032,11743.22822,11968.7226,12218.06608,12453.19105,12711.95758,12956.93185,13226.30901,45.62621781,45.78712822,46.1514916,46.57617341,46.71684932,47.86270711,47.540816,48.70749866,48.3874027,49.56691788,49.2491364,50.45426404,50.12274805,51.34351451,51.01559534,52.28561149
531,531,531,9381.894737,1717818385,1.052631579,170842142.8,NA,1.842105263,2.052631579,13677.89474,1958.052632,2.368421053,1.421052632,45.47368421,5.894736842,3.368421053,1.526315789,1.842105263,2.789473684,0.578947368,2.684210526,0.105263158,1345.990568,46.33259474,83.90600105,531,9381.894737,1717818385,1.052631579,170842142.8,NA,1.842105263,2.052631579,13677.89474,424.5093195,0.45382673,0.371554944,0.206968243,0.121756104,0.034947491,0.15005196,29181.56263,-0.023922208,9542.207632,9741.311758,9926.31675,10135.19064,10330.66838,10545.90138,10752.98386,10973.76082,11191.59978,11418.50928,11647.10688,11880.81754,12120.9204,12362.29565,12612.82271,12862.4073,46.66004843,47.20612835,47.57230285,48.07295585,48.4497702,48.94235586,49.3452785,49.82420965,50.25261368,50.72366818,51.17499332,51.64113321,52.1150256,52.57730042,53.06741859,53.53142852
